2025-02-04 23:20:47,416 - INFO - Namespace(device='cuda:0', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='MnMs', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, ed_es_only='', log_dir='../../de_logistics/MnMs_1UNetlinear_02-04-23-20-45/', log_file_path='../../de_logistics/MnMs_1UNetlinear_02-04-23-20-45/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████| 141/141 [01:24<00:00,  1.67batch/s]
2025-02-05 07:32:54,158 - INFO - train_acc:0.9852990802141931 in epoch373
2025-02-05 07:32:54,158 - INFO - Epoch 373: Learning Rate: [1.5687715047129926e-05]
Epoch 373/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.99batch/s]
2025-02-05 07:32:58,676 - INFO - valid_loss:1.1943013668060303 in epoch373
2025-02-05 07:32:58,676 - INFO - valid_acc:0.9102364556083999 in epoch373
2025-02-05 07:32:58,677 - INFO - Mean iou = 84.08% in epoch373
Epoch 374/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.89batch/s]
2025-02-05 07:34:13,125 - INFO - train_loss:1.1793425209978794 in epoch374
2025-02-05 07:34:13,126 - INFO - train_acc:0.9852869841207331 in epoch374
2025-02-05 07:34:13,126 - INFO - Epoch 374: Learning Rate: [1.5455322863901704e-05]
Epoch 374/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.00batch/s]
2025-02-05 07:34:17,617 - INFO - valid_loss:1.1941307915581598 in epoch374
2025-02-05 07:34:17,617 - INFO - valid_acc:0.9102773852753783 in epoch374
2025-02-05 07:34:17,617 - INFO - Mean iou = 84.09% in epoch374
Epoch 375/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 07:35:32,716 - INFO - train_loss:1.1794201338544805 in epoch375
2025-02-05 07:35:32,717 - INFO - train_acc:0.9852886241266557 in epoch375
2025-02-05 07:35:32,717 - INFO - Epoch 375: Learning Rate: [1.5224350882578698e-05]
Epoch 375/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.99batch/s]
2025-02-05 07:35:37,252 - INFO - valid_loss:1.194103135002984 in epoch375
2025-02-05 07:35:37,253 - INFO - valid_acc:0.9104124580407592 in epoch375
2025-02-05 07:35:37,253 - INFO - Mean iou = 84.11% in epoch375
Epoch 376/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.85batch/s]
2025-02-05 07:36:53,287 - INFO - train_loss:1.1794037548362786 in epoch376
2025-02-05 07:36:53,288 - INFO - train_acc:0.9851234299815669 in epoch376
2025-02-05 07:36:53,288 - INFO - Epoch 376: Learning Rate: [1.4994808597514427e-05]
Epoch 376/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.88batch/s]
2025-02-05 07:36:58,067 - INFO - valid_loss:1.1943611303965251 in epoch376
2025-02-05 07:36:58,068 - INFO - valid_acc:0.9092898385706428 in epoch376
2025-02-05 07:36:58,068 - INFO - Mean iou = 83.93% in epoch376
Epoch 377/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 07:38:13,915 - INFO - train_loss:1.179442302555057 in epoch377
2025-02-05 07:38:13,915 - INFO - train_acc:0.9852757945556361 in epoch377
2025-02-05 07:38:13,915 - INFO - Epoch 377: Learning Rate: [1.476670544429317e-05]
Epoch 377/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.85batch/s]
2025-02-05 07:38:18,773 - INFO - valid_loss:1.194221509827508 in epoch377
2025-02-05 07:38:18,774 - INFO - valid_acc:0.9099376507634636 in epoch377
2025-02-05 07:38:18,774 - INFO - Mean iou = 84.04% in epoch377
Epoch 378/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 07:39:34,752 - INFO - train_loss:1.179518831537125 in epoch378
2025-02-05 07:39:34,752 - INFO - train_acc:0.9852488428596654 in epoch378
2025-02-05 07:39:34,753 - INFO - Epoch 378: Learning Rate: [1.454005079934215e-05]
Epoch 378/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.89batch/s]
2025-02-05 07:39:39,509 - INFO - valid_loss:1.194452789094713 in epoch378
2025-02-05 07:39:39,509 - INFO - valid_acc:0.9088667529285946 in epoch378
2025-02-05 07:39:39,509 - INFO - Mean iou = 83.86% in epoch378
Epoch 379/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 07:40:55,255 - INFO - train_loss:1.1793717238919954 in epoch379
2025-02-05 07:40:55,255 - INFO - train_acc:0.985341918486687 in epoch379
2025-02-05 07:40:55,256 - INFO - Epoch 379: Learning Rate: [1.4314853979546053e-05]
Epoch 379/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.96batch/s]
2025-02-05 07:40:59,852 - INFO - valid_loss:1.1942620012495253 in epoch379
2025-02-05 07:40:59,852 - INFO - valid_acc:0.9095360692235123 in epoch379
2025-02-05 07:40:59,852 - INFO - Mean iou = 83.97% in epoch379
Epoch 380/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 07:42:15,551 - INFO - train_loss:1.1792792944197958 in epoch380
2025-02-05 07:42:15,551 - INFO - train_acc:0.9857319580059766 in epoch380
2025-02-05 07:42:15,552 - INFO - Epoch 380: Learning Rate: [1.4091124241864114e-05]
Epoch 380/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.89batch/s]
2025-02-05 07:42:20,327 - INFO - valid_loss:1.1945003138648138 in epoch380
2025-02-05 07:42:20,327 - INFO - valid_acc:0.9084836045269254 in epoch380
2025-02-05 07:42:20,327 - INFO - Mean iou = 83.80% in epoch380
Epoch 381/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 07:43:35,244 - INFO - train_loss:1.1792500763074727 in epoch381
2025-02-05 07:43:35,244 - INFO - train_acc:0.985780175169359 in epoch381
2025-02-05 07:43:35,244 - INFO - Epoch 381: Learning Rate: [1.3868870782949563e-05]
Epoch 381/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.03batch/s]
2025-02-05 07:43:39,674 - INFO - valid_loss:1.194249153137207 in epoch381
2025-02-05 07:43:39,675 - INFO - valid_acc:0.909843052869889 in epoch381
2025-02-05 07:43:39,675 - INFO - Mean iou = 84.02% in epoch381
Epoch 382/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 07:44:54,700 - INFO - train_loss:1.1794672933876091 in epoch382
2025-02-05 07:44:54,701 - INFO - train_acc:0.985677126714204 in epoch382
2025-02-05 07:44:54,701 - INFO - Epoch 382: Learning Rate: [1.3648102738771604e-05]
Epoch 382/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.84batch/s]
2025-02-05 07:44:59,593 - INFO - valid_loss:1.1943638457192316 in epoch382
2025-02-05 07:44:59,593 - INFO - valid_acc:0.9091068274807034 in epoch382
2025-02-05 07:44:59,593 - INFO - Mean iou = 83.90% in epoch382
Epoch 383/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.85batch/s]
2025-02-05 07:46:15,712 - INFO - train_loss:1.1793560423749558 in epoch383
2025-02-05 07:46:15,712 - INFO - train_acc:0.9854634723409991 in epoch383
2025-02-05 07:46:15,713 - INFO - Epoch 383: Learning Rate: [1.3428829184239797e-05]
Epoch 383/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.90batch/s]
2025-02-05 07:46:20,440 - INFO - valid_loss:1.1943723758061726 in epoch383
2025-02-05 07:46:20,441 - INFO - valid_acc:0.909112277364335 in epoch383
2025-02-05 07:46:20,441 - INFO - Mean iou = 83.90% in epoch383
Epoch 384/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 07:47:36,012 - INFO - train_loss:1.1793211520986353 in epoch384
2025-02-05 07:47:36,012 - INFO - train_acc:0.9857405397491038 in epoch384
2025-02-05 07:47:36,013 - INFO - Epoch 384: Learning Rate: [1.3211059132831174e-05]
Epoch 384/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.96batch/s]
2025-02-05 07:47:40,608 - INFO - valid_loss:1.1944175296359592 in epoch384
2025-02-05 07:47:40,608 - INFO - valid_acc:0.9089126703041219 in epoch384
2025-02-05 07:47:40,609 - INFO - Mean iou = 83.87% in epoch384
Epoch 385/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 07:48:55,869 - INFO - train_loss:1.1794745118905468 in epoch385
2025-02-05 07:48:55,870 - INFO - train_acc:0.9858848295338085 in epoch385
2025-02-05 07:48:55,870 - INFO - Epoch 385: Learning Rate: [1.2994801536219605e-05]
Epoch 385/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.99batch/s]
2025-02-05 07:49:00,396 - INFO - valid_loss:1.1942194170422025 in epoch385
2025-02-05 07:49:00,397 - INFO - valid_acc:0.9098962448055418 in epoch385
2025-02-05 07:49:00,397 - INFO - Mean iou = 84.03% in epoch385
Epoch 386/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 07:50:15,854 - INFO - train_loss:1.1793880293555294 in epoch386
2025-02-05 07:50:15,855 - INFO - train_acc:0.9860253237400125 in epoch386
2025-02-05 07:50:15,855 - INFO - Epoch 386: Learning Rate: [1.278006528390783e-05]
Epoch 386/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.94batch/s]
2025-02-05 07:50:20,497 - INFO - valid_loss:1.1943151553471882 in epoch386
2025-02-05 07:50:20,498 - INFO - valid_acc:0.909622700294888 in epoch386
2025-02-05 07:50:20,498 - INFO - Mean iou = 83.98% in epoch386
Epoch 387/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 07:51:36,447 - INFO - train_loss:1.1793582287240536 in epoch387
2025-02-05 07:51:36,447 - INFO - train_acc:0.9860992096340604 in epoch387
2025-02-05 07:51:36,447 - INFO - Epoch 387: Learning Rate: [1.2566859202862156e-05]
Epoch 387/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.96batch/s]
2025-02-05 07:51:41,031 - INFO - valid_loss:1.1942139863967896 in epoch387
2025-02-05 07:51:41,031 - INFO - valid_acc:0.9097185470946657 in epoch387
2025-02-05 07:51:41,032 - INFO - Mean iou = 84.00% in epoch387
Epoch 388/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 07:52:56,120 - INFO - train_loss:1.1794522383534316 in epoch388
2025-02-05 07:52:56,121 - INFO - train_acc:0.9860611962592064 in epoch388
2025-02-05 07:52:56,121 - INFO - Epoch 388: Learning Rate: [1.2355192057149475e-05]
Epoch 388/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.03batch/s]
2025-02-05 07:53:00,554 - INFO - valid_loss:1.1943450371424358 in epoch388
2025-02-05 07:53:00,555 - INFO - valid_acc:0.9090597550558859 in epoch388
2025-02-05 07:53:00,555 - INFO - Mean iou = 83.89% in epoch388
Epoch 389/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.90batch/s]
2025-02-05 07:54:14,765 - INFO - train_loss:1.1794361450993422 in epoch389
2025-02-05 07:54:14,766 - INFO - train_acc:0.98594775160735 in epoch389
2025-02-05 07:54:14,766 - INFO - Epoch 389: Learning Rate: [1.2145072547577115e-05]
Epoch 389/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.95batch/s]
2025-02-05 07:54:19,391 - INFO - valid_loss:1.194210860464308 in epoch389
2025-02-05 07:54:19,391 - INFO - valid_acc:0.9098094419345463 in epoch389
2025-02-05 07:54:19,391 - INFO - Mean iou = 84.01% in epoch389
Epoch 390/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 07:55:34,565 - INFO - train_loss:1.1794200230997505 in epoch390
2025-02-05 07:55:34,566 - INFO - train_acc:0.9862625969287857 in epoch390
2025-02-05 07:55:34,566 - INFO - Epoch 390: Learning Rate: [1.1936509311335126e-05]
Epoch 390/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.00batch/s]
2025-02-05 07:55:39,058 - INFO - valid_loss:1.194383568233914 in epoch390
2025-02-05 07:55:39,058 - INFO - valid_acc:0.9086348945274302 in epoch390
2025-02-05 07:55:39,059 - INFO - Mean iou = 83.82% in epoch390
Epoch 391/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 07:56:53,898 - INFO - train_loss:1.17943215623815 in epoch391
2025-02-05 07:56:53,898 - INFO - train_acc:0.9862873561030006 in epoch391
2025-02-05 07:56:53,898 - INFO - Epoch 391: Learning Rate: [1.172951092164128e-05]
Epoch 391/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.97batch/s]
2025-02-05 07:56:58,478 - INFO - valid_loss:1.1943693161010742 in epoch391
2025-02-05 07:56:58,479 - INFO - valid_acc:0.9091568500205813 in epoch391
2025-02-05 07:56:58,479 - INFO - Mean iou = 83.91% in epoch391
Epoch 392/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 07:58:13,640 - INFO - train_loss:1.1794795279807233 in epoch392
2025-02-05 07:58:13,641 - INFO - train_acc:0.9865634034230771 in epoch392
2025-02-05 07:58:13,641 - INFO - Epoch 392: Learning Rate: [1.1524085887388586e-05]
Epoch 392/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.98batch/s]
2025-02-05 07:58:18,197 - INFO - valid_loss:1.1943265332116022 in epoch392
2025-02-05 07:58:18,197 - INFO - valid_acc:0.9088691623355376 in epoch392
2025-02-05 07:58:18,197 - INFO - Mean iou = 83.86% in epoch392
Epoch 393/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 07:59:33,145 - INFO - train_loss:1.179447294972467 in epoch393
2025-02-05 07:59:33,145 - INFO - train_acc:0.9863188307423355 in epoch393
2025-02-05 07:59:33,145 - INFO - Epoch 393: Learning Rate: [1.1320242652795655e-05]
Epoch 393/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.96batch/s]
2025-02-05 07:59:37,734 - INFO - valid_loss:1.1943067974514432 in epoch393
2025-02-05 07:59:37,734 - INFO - valid_acc:0.9093860122610662 in epoch393
2025-02-05 07:59:37,734 - INFO - Mean iou = 83.94% in epoch393
Epoch 394/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 08:00:53,183 - INFO - train_loss:1.1793480266070535 in epoch394
2025-02-05 08:00:53,187 - INFO - train_acc:0.9862672603136475 in epoch394
2025-02-05 08:00:53,187 - INFO - Epoch 394: Learning Rate: [1.111798959705942e-05]
Epoch 394/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.93batch/s]
2025-02-05 08:00:57,859 - INFO - valid_loss:1.1943403482437134 in epoch394
2025-02-05 08:00:57,860 - INFO - valid_acc:0.9092826851094519 in epoch394
2025-02-05 08:00:57,860 - INFO - Mean iou = 83.93% in epoch394
Epoch 395/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 08:02:13,519 - INFO - train_loss:1.179403228117219 in epoch395
2025-02-05 08:02:13,520 - INFO - train_acc:0.9866219184634246 in epoch395
2025-02-05 08:02:13,520 - INFO - Epoch 395: Learning Rate: [1.091733503401085e-05]
Epoch 395/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.01batch/s]
2025-02-05 08:02:18,004 - INFO - valid_loss:1.1944186555014715 in epoch395
2025-02-05 08:02:18,004 - INFO - valid_acc:0.9087696053724506 in epoch395
2025-02-05 08:02:18,005 - INFO - Mean iou = 83.85% in epoch395
Epoch 396/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 08:03:33,123 - INFO - train_loss:1.1793755073073908 in epoch396
2025-02-05 08:03:33,124 - INFO - train_acc:0.9867686641449585 in epoch396
2025-02-05 08:03:33,124 - INFO - Epoch 396: Learning Rate: [1.0718287211773124e-05]
Epoch 396/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.97batch/s]
2025-02-05 08:03:37,689 - INFO - valid_loss:1.1943883630964491 in epoch396
2025-02-05 08:03:37,689 - INFO - valid_acc:0.9087333697400677 in epoch396
2025-02-05 08:03:37,690 - INFO - Mean iou = 83.84% in epoch396
Epoch 397/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.89batch/s]
2025-02-05 08:04:52,447 - INFO - train_loss:1.1794420430000792 in epoch397
2025-02-05 08:04:52,447 - INFO - train_acc:0.9866053911299552 in epoch397
2025-02-05 08:04:52,447 - INFO - Epoch 397: Learning Rate: [1.0520854312422589e-05]
Epoch 397/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.92batch/s]
2025-02-05 08:04:57,130 - INFO - valid_loss:1.1944224039713542 in epoch397
2025-02-05 08:04:57,130 - INFO - valid_acc:0.9088654521820749 in epoch397
2025-02-05 08:04:57,130 - INFO - Mean iou = 83.86% in epoch397
Epoch 398/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 08:06:12,191 - INFO - train_loss:1.1794298143251567 in epoch398
2025-02-05 08:06:12,192 - INFO - train_acc:0.986772295810651 in epoch398
2025-02-05 08:06:12,192 - INFO - Epoch 398: Learning Rate: [1.0325044451652464e-05]
Epoch 398/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.99batch/s]
2025-02-05 08:06:16,707 - INFO - valid_loss:1.1943418582280476 in epoch398
2025-02-05 08:06:16,708 - INFO - valid_acc:0.9091871618463748 in epoch398
2025-02-05 08:06:16,708 - INFO - Mean iou = 83.91% in epoch398
Epoch 399/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:13<00:00,  1.93batch/s]
2025-02-05 08:07:29,789 - INFO - train_loss:1.179377832311265 in epoch399
2025-02-05 08:07:29,789 - INFO - train_acc:0.9867186669710429 in epoch399
2025-02-05 08:07:29,789 - INFO - Epoch 399: Learning Rate: [1.0130865678439148e-05]
Epoch 399/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.87batch/s]
2025-02-05 08:07:34,607 - INFO - valid_loss:1.194307009379069 in epoch399
2025-02-05 08:07:34,607 - INFO - valid_acc:0.909710609756287 in epoch399
2025-02-05 08:07:34,608 - INFO - Mean iou = 84.00% in epoch399
Epoch 400/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:13<00:00,  1.91batch/s]
2025-02-05 08:08:48,603 - INFO - train_loss:1.1793554995922333 in epoch400
2025-02-05 08:08:48,603 - INFO - train_acc:0.9868769575952456 in epoch400
2025-02-05 08:08:48,603 - INFO - Epoch 400: Learning Rate: [9.938325974711515e-06]
Epoch 400/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.91batch/s]
2025-02-05 08:08:53,310 - INFO - valid_loss:1.1942189534505208 in epoch400
2025-02-05 08:08:53,310 - INFO - valid_acc:0.9095760228333343 in epoch400
2025-02-05 08:08:53,310 - INFO - Mean iou = 83.98% in epoch400
Epoch 401/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 08:10:08,212 - INFO - train_loss:1.1792228297984346 in epoch401
2025-02-05 08:10:08,212 - INFO - train_acc:0.986953232625565 in epoch401
2025-02-05 08:10:08,212 - INFO - Epoch 401: Learning Rate: [9.747433255022621e-06]
Epoch 401/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.87batch/s]
2025-02-05 08:10:13,029 - INFO - valid_loss:1.1942941612667508 in epoch401
2025-02-05 08:10:13,029 - INFO - valid_acc:0.9093986692654084 in epoch401
2025-02-05 08:10:13,029 - INFO - Mean iou = 83.95% in epoch401
Epoch 402/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 08:11:28,439 - INFO - train_loss:1.1793198238873313 in epoch402
2025-02-05 08:11:28,440 - INFO - train_acc:0.9871785569972326 in epoch402
2025-02-05 08:11:28,440 - INFO - Epoch 402: Learning Rate: [9.558195366224508e-06]
Epoch 402/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.96batch/s]
2025-02-05 08:11:33,023 - INFO - valid_loss:1.1944118208355374 in epoch402
2025-02-05 08:11:33,024 - INFO - valid_acc:0.9088907019685111 in epoch402
2025-02-05 08:11:33,024 - INFO - Mean iou = 83.86% in epoch402
Epoch 403/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 08:12:48,117 - INFO - train_loss:1.1793739026319896 in epoch403
2025-02-05 08:12:48,118 - INFO - train_acc:0.9868451811104196 in epoch403
2025-02-05 08:12:48,118 - INFO - Epoch 403: Learning Rate: [9.370620087145593e-06]
Epoch 403/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.88batch/s]
2025-02-05 08:12:52,912 - INFO - valid_loss:1.194426867696974 in epoch403
2025-02-05 08:12:52,913 - INFO - valid_acc:0.9086432710388228 in epoch403
2025-02-05 08:12:52,913 - INFO - Mean iou = 83.83% in epoch403
Epoch 404/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 08:14:08,052 - INFO - train_loss:1.1794809491921825 in epoch404
2025-02-05 08:14:08,053 - INFO - train_acc:0.9869446245453533 in epoch404
2025-02-05 08:14:08,053 - INFO - Epoch 404: Learning Rate: [9.184715128270922e-06]
Epoch 404/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.89batch/s]
2025-02-05 08:14:12,817 - INFO - valid_loss:1.1942724916670058 in epoch404
2025-02-05 08:14:12,817 - INFO - valid_acc:0.9096739372485246 in epoch404
2025-02-05 08:14:12,818 - INFO - Mean iou = 83.99% in epoch404
Epoch 405/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.90batch/s]
2025-02-05 08:15:27,082 - INFO - train_loss:1.1794066758866006 in epoch405
2025-02-05 08:15:27,083 - INFO - train_acc:0.9871239128515578 in epoch405
2025-02-05 08:15:27,083 - INFO - Epoch 405: Learning Rate: [9.000488131425187e-06]
Epoch 405/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.97batch/s]
2025-02-05 08:15:31,647 - INFO - valid_loss:1.194360123740302 in epoch405
2025-02-05 08:15:31,648 - INFO - valid_acc:0.9091584560681968 in epoch405
2025-02-05 08:15:31,648 - INFO - Mean iou = 83.91% in epoch405
Epoch 406/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 08:16:47,191 - INFO - train_loss:1.179248702441547 in epoch406
2025-02-05 08:16:47,192 - INFO - train_acc:0.9873926099514936 in epoch406
2025-02-05 08:16:47,192 - INFO - Epoch 406: Learning Rate: [8.817946669458697e-06]
Epoch 406/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.86batch/s]
2025-02-05 08:16:52,024 - INFO - valid_loss:1.1942459477318659 in epoch406
2025-02-05 08:16:52,025 - INFO - valid_acc:0.9096296765002074 in epoch406
2025-02-05 08:16:52,025 - INFO - Mean iou = 83.98% in epoch406
Epoch 407/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 08:18:07,534 - INFO - train_loss:1.1794243222432779 in epoch407
2025-02-05 08:18:07,534 - INFO - train_acc:0.9871790086853495 in epoch407
2025-02-05 08:18:07,534 - INFO - Epoch 407: Learning Rate: [8.637098245935981e-06]
Epoch 407/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.92batch/s]
2025-02-05 08:18:12,219 - INFO - valid_loss:1.1942547824647691 in epoch407
2025-02-05 08:18:12,219 - INFO - valid_acc:0.9094020888667822 in epoch407
2025-02-05 08:18:12,220 - INFO - Mean iou = 83.95% in epoch407
Epoch 408/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 08:19:27,898 - INFO - train_loss:1.1792737710560468 in epoch408
2025-02-05 08:19:27,898 - INFO - train_acc:0.9872539039270379 in epoch408
2025-02-05 08:19:27,898 - INFO - Epoch 408: Learning Rate: [8.457950294827359e-06]
Epoch 408/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.91batch/s]
2025-02-05 08:19:32,610 - INFO - valid_loss:1.1943815416759915 in epoch408
2025-02-05 08:19:32,610 - INFO - valid_acc:0.9090316703953997 in epoch408
2025-02-05 08:19:32,611 - INFO - Mean iou = 83.89% in epoch408
Epoch 409/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.90batch/s]
2025-02-05 08:20:46,855 - INFO - train_loss:1.1793632913143077 in epoch409
2025-02-05 08:20:46,855 - INFO - train_acc:0.9872574759546269 in epoch409
2025-02-05 08:20:46,855 - INFO - Epoch 409: Learning Rate: [8.280510180203475e-06]
Epoch 409/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.90batch/s]
2025-02-05 08:20:51,593 - INFO - valid_loss:1.1943042145835028 in epoch409
2025-02-05 08:20:51,593 - INFO - valid_acc:0.9095834959889765 in epoch409
2025-02-05 08:20:51,594 - INFO - Mean iou = 83.98% in epoch409
Epoch 410/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 08:22:07,447 - INFO - train_loss:1.1792988210705155 in epoch410
2025-02-05 08:22:07,448 - INFO - train_acc:0.9873987781452399 in epoch410
2025-02-05 08:22:07,448 - INFO - Epoch 410: Learning Rate: [8.104785195932429e-06]
Epoch 410/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.94batch/s]
2025-02-05 08:22:12,080 - INFO - valid_loss:1.1943930387496948 in epoch410
2025-02-05 08:22:12,080 - INFO - valid_acc:0.9090272922848198 in epoch410
2025-02-05 08:22:12,080 - INFO - Mean iou = 83.89% in epoch410
Epoch 411/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 08:23:26,992 - INFO - train_loss:1.179347037423587 in epoch411
2025-02-05 08:23:26,993 - INFO - train_acc:0.9875644198863804 in epoch411
2025-02-05 08:23:26,993 - INFO - Epoch 411: Learning Rate: [7.93078256538007e-06]
Epoch 411/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.95batch/s]
2025-02-05 08:23:31,614 - INFO - valid_loss:1.1944497161441379 in epoch411
2025-02-05 08:23:31,614 - INFO - valid_acc:0.9089430140246749 in epoch411
2025-02-05 08:23:31,614 - INFO - Mean iou = 83.87% in epoch411
