2025-02-03 14:00:39,701 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=6, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='MnMs', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, log_dir='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/', log_file_path='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/training.log')
Epoch 1/500 [Training]: 100%|█████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-04 06:16:05,033 - INFO - valid_acc:0.9179700328752847 in epoch413
2025-02-04 06:16:05,033 - INFO - Mean iou = 85.35% in epoch413
Epoch 414/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:18:22,479 - INFO - train_loss:1.1794621792245419 in epoch414
2025-02-04 06:18:22,480 - INFO - train_acc:0.986158109973972 in epoch414
2025-02-04 06:18:22,480 - INFO - Epoch 414: Learning Rate: [7.419179965943991e-06]
Epoch 414/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 06:18:27,766 - INFO - valid_loss:1.1939358015855153 in epoch414
2025-02-04 06:18:27,766 - INFO - valid_acc:0.9171792090817105 in epoch414
2025-02-04 06:18:27,767 - INFO - Mean iou = 85.22% in epoch414
Epoch 415/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:20:45,205 - INFO - train_loss:1.179456283437445 in epoch415
2025-02-04 06:20:45,206 - INFO - train_acc:0.9863160906043066 in epoch415
2025-02-04 06:20:45,206 - INFO - Epoch 415: Learning Rate: [7.252137563547723e-06]
Epoch 415/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.24batch/s]
2025-02-04 06:20:50,569 - INFO - valid_loss:1.1938554644584656 in epoch415
2025-02-04 06:20:50,569 - INFO - valid_acc:0.9175940714617178 in epoch415
2025-02-04 06:20:50,569 - INFO - Mean iou = 85.29% in epoch415
Epoch 416/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:23:08,020 - INFO - train_loss:1.1792859447763322 in epoch416
2025-02-04 06:23:08,021 - INFO - train_acc:0.9863139657592547 in epoch416
2025-02-04 06:23:08,021 - INFO - Epoch 416: Learning Rate: [7.0868525638747045e-06]
Epoch 416/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.23batch/s]
2025-02-04 06:23:13,405 - INFO - valid_loss:1.1939587990442913 in epoch416
2025-02-04 06:23:13,406 - INFO - valid_acc:0.9175243899384743 in epoch416
2025-02-04 06:23:13,406 - INFO - Mean iou = 85.28% in epoch416
Epoch 417/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.36batch/s]
2025-02-04 06:25:31,219 - INFO - train_loss:1.179550804990403 in epoch417
2025-02-04 06:25:31,220 - INFO - train_acc:0.9863846288935004 in epoch417
2025-02-04 06:25:31,220 - INFO - Epoch 417: Learning Rate: [6.923331761143903e-06]
Epoch 417/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 06:25:36,565 - INFO - valid_loss:1.1937992572784424 in epoch417
2025-02-04 06:25:36,566 - INFO - valid_acc:0.9179958619019662 in epoch417
2025-02-04 06:25:36,566 - INFO - Mean iou = 85.35% in epoch417
Epoch 418/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:27:53,864 - INFO - train_loss:1.179335226403906 in epoch418
2025-02-04 06:27:53,865 - INFO - train_acc:0.9864742842150509 in epoch418
2025-02-04 06:27:53,865 - INFO - Epoch 418: Learning Rate: [6.761581877055048e-06]
Epoch 418/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.31batch/s]
2025-02-04 06:27:59,063 - INFO - valid_loss:1.193862775961558 in epoch418
2025-02-04 06:27:59,063 - INFO - valid_acc:0.9179004522166316 in epoch418
2025-02-04 06:27:59,064 - INFO - Mean iou = 85.34% in epoch418
Epoch 419/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:30:16,648 - INFO - train_loss:1.179501545556048 in epoch419
2025-02-04 06:30:16,648 - INFO - train_acc:0.9866728214542977 in epoch419
2025-02-04 06:30:16,649 - INFO - Epoch 419: Learning Rate: [6.601609560512337e-06]
Epoch 419/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 06:30:21,890 - INFO - valid_loss:1.1938365797201793 in epoch419
2025-02-04 06:30:21,891 - INFO - valid_acc:0.9178799768863574 in epoch419
2025-02-04 06:30:21,891 - INFO - Mean iou = 85.33% in epoch419
Epoch 420/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:32:39,282 - INFO - train_loss:1.179465411825383 in epoch420
2025-02-04 06:32:39,282 - INFO - train_acc:0.9865447401237434 in epoch420
2025-02-04 06:32:39,283 - INFO - Epoch 420: Learning Rate: [6.443421387351158e-06]
Epoch 420/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.24batch/s]
2025-02-04 06:32:44,642 - INFO - valid_loss:1.1938695510228474 in epoch420
2025-02-04 06:32:44,643 - INFO - valid_acc:0.9176471629087096 in epoch420
2025-02-04 06:32:44,643 - INFO - Mean iou = 85.29% in epoch420
Epoch 421/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:35:02,330 - INFO - train_loss:1.179553246244471 in epoch421
2025-02-04 06:35:02,331 - INFO - train_acc:0.9866246255886055 in epoch421
2025-02-04 06:35:02,331 - INFO - Epoch 421: Learning Rate: [6.287023860067685e-06]
Epoch 421/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 06:35:07,621 - INFO - valid_loss:1.1937682032585144 in epoch421
2025-02-04 06:35:07,622 - INFO - valid_acc:0.9180177108745262 in epoch421
2025-02-04 06:35:07,622 - INFO - Mean iou = 85.36% in epoch421
Epoch 422/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:37:25,204 - INFO - train_loss:1.1794231698868123 in epoch422
2025-02-04 06:37:25,205 - INFO - train_acc:0.9866891358316933 in epoch422
2025-02-04 06:37:25,205 - INFO - Epoch 422: Learning Rate: [6.132423407551748e-06]
Epoch 422/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 06:37:30,539 - INFO - valid_loss:1.193890929222107 in epoch422
2025-02-04 06:37:30,539 - INFO - valid_acc:0.9179122939746035 in epoch422
2025-02-04 06:37:30,540 - INFO - Mean iou = 85.34% in epoch422
Epoch 423/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:39:48,072 - INFO - train_loss:1.1794691123860948 in epoch423
2025-02-04 06:39:48,073 - INFO - train_acc:0.9869559722572774 in epoch423
2025-02-04 06:39:48,073 - INFO - Epoch 423: Learning Rate: [5.979626384822385e-06]
Epoch 423/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 06:39:53,388 - INFO - valid_loss:1.1938447455565135 in epoch423
2025-02-04 06:39:53,389 - INFO - valid_acc:0.9179563004112069 in epoch423
2025-02-04 06:39:53,389 - INFO - Mean iou = 85.35% in epoch423
Epoch 424/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:42:10,783 - INFO - train_loss:1.1794044216896624 in epoch424
2025-02-04 06:42:10,783 - INFO - train_acc:0.9869739188576523 in epoch424
2025-02-04 06:42:10,783 - INFO - Epoch 424: Learning Rate: [5.828639072766762e-06]
Epoch 424/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 06:42:16,097 - INFO - valid_loss:1.1938171684741974 in epoch424
2025-02-04 06:42:16,097 - INFO - valid_acc:0.9177524271648267 in epoch424
2025-02-04 06:42:16,097 - INFO - Mean iou = 85.31% in epoch424
Epoch 425/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:44:33,804 - INFO - train_loss:1.1795164771536564 in epoch425
2025-02-04 06:44:33,805 - INFO - train_acc:0.9869172075779961 in epoch425
2025-02-04 06:44:33,805 - INFO - Epoch 425: Learning Rate: [5.67946767788186e-06]
Epoch 425/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 06:44:39,137 - INFO - valid_loss:1.193879634141922 in epoch425
2025-02-04 06:44:39,138 - INFO - valid_acc:0.9172229505296193 in epoch425
2025-02-04 06:44:39,138 - INFO - Mean iou = 85.23% in epoch425
Epoch 426/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.36batch/s]
2025-02-04 06:46:56,887 - INFO - train_loss:1.1793244075267872 in epoch426
2025-02-04 06:46:56,888 - INFO - train_acc:0.9869061960654076 in epoch426
2025-02-04 06:46:56,888 - INFO - Epoch 426: Learning Rate: [5.532118332019503e-06]
Epoch 426/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.24batch/s]
2025-02-04 06:47:02,246 - INFO - valid_loss:1.193832923968633 in epoch426
2025-02-04 06:47:02,246 - INFO - valid_acc:0.9178507364537634 in epoch426
2025-02-04 06:47:02,246 - INFO - Mean iou = 85.33% in epoch426
Epoch 427/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:49:19,858 - INFO - train_loss:1.1795461926054447 in epoch427
2025-02-04 06:49:19,858 - INFO - train_acc:0.9871265591440743 in epoch427
2025-02-04 06:49:19,859 - INFO - Epoch 427: Learning Rate: [5.386597092134153e-06]
Epoch 427/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.23batch/s]
2025-02-04 06:49:25,230 - INFO - valid_loss:1.1938709219296773 in epoch427
2025-02-04 06:49:25,230 - INFO - valid_acc:0.9178669420859727 in epoch427
2025-02-04 06:49:25,230 - INFO - Mean iou = 85.33% in epoch427
Epoch 428/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:51:42,908 - INFO - train_loss:1.1793797872167953 in epoch428
2025-02-04 06:51:42,909 - INFO - train_acc:0.9869839123932489 in epoch428
2025-02-04 06:51:42,909 - INFO - Epoch 428: Learning Rate: [5.242909940034002e-06]
Epoch 428/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.32batch/s]
2025-02-04 06:51:48,091 - INFO - valid_loss:1.1939643720785778 in epoch428
2025-02-04 06:51:48,091 - INFO - valid_acc:0.9172065696338333 in epoch428
2025-02-04 06:51:48,092 - INFO - Mean iou = 85.23% in epoch428
Epoch 429/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:54:05,815 - INFO - train_loss:1.1794597893319232 in epoch429
2025-02-04 06:54:05,816 - INFO - train_acc:0.9870230182794887 in epoch429
2025-02-04 06:54:05,816 - INFO - Epoch 429: Learning Rate: [5.101062782135116e-06]
Epoch 429/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-04 06:54:11,030 - INFO - valid_loss:1.1939487556616466 in epoch429
2025-02-04 06:54:11,031 - INFO - valid_acc:0.9177732463716061 in epoch429
2025-02-04 06:54:11,031 - INFO - Mean iou = 85.32% in epoch429
Epoch 430/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 06:56:28,435 - INFO - train_loss:1.1793441233482767 in epoch430
2025-02-04 06:56:28,435 - INFO - train_acc:0.9874091585515763 in epoch430
2025-02-04 06:56:28,436 - INFO - Epoch 430: Learning Rate: [4.961061449218561e-06]
Epoch 430/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.22batch/s]
2025-02-04 06:56:33,838 - INFO - valid_loss:1.1939549346764882 in epoch430
2025-02-04 06:56:33,839 - INFO - valid_acc:0.9177672782554036 in epoch430
2025-02-04 06:56:33,839 - INFO - Mean iou = 85.31% in epoch430
Epoch 431/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.36batch/s]
2025-02-04 06:58:51,602 - INFO - train_loss:1.1793328828000007 in epoch431
2025-02-04 06:58:51,603 - INFO - train_acc:0.9873734326560515 in epoch431
2025-02-04 06:58:51,603 - INFO - Epoch 431: Learning Rate: [4.82291169619078e-06]
Epoch 431/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.23batch/s]
2025-02-04 06:58:56,990 - INFO - valid_loss:1.193836251894633 in epoch431
2025-02-04 06:58:56,990 - INFO - valid_acc:0.918245616014682 in epoch431
2025-02-04 06:58:56,990 - INFO - Mean iou = 85.39% in epoch431
Epoch 432/500 [Training]: 100%|███████████████████████████████| 188/188 [02:15<00:00,  1.39batch/s]
2025-02-04 07:01:12,478 - INFO - train_loss:1.1794486128269357 in epoch432
2025-02-04 07:01:12,478 - INFO - train_acc:0.9873548802811716 in epoch432
2025-02-04 07:01:12,479 - INFO - Epoch 432: Learning Rate: [4.686619201847039e-06]
Epoch 432/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 07:01:17,814 - INFO - valid_loss:1.1938648720582326 in epoch432
2025-02-04 07:01:17,814 - INFO - valid_acc:0.9177666694857126 in epoch432
2025-02-04 07:01:17,815 - INFO - Mean iou = 85.32% in epoch432
Epoch 433/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.36batch/s]
2025-02-04 07:03:35,560 - INFO - train_loss:1.1794310611613252 in epoch433
2025-02-04 07:03:35,561 - INFO - train_acc:0.9874245369811093 in epoch433
2025-02-04 07:03:35,561 - INFO - Epoch 433: Learning Rate: [4.552189568637958e-06]
Epoch 433/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 07:03:40,844 - INFO - valid_loss:1.1939643621444702 in epoch433
2025-02-04 07:03:40,845 - INFO - valid_acc:0.9175976649333183 in epoch433
2025-02-04 07:03:40,845 - INFO - Mean iou = 85.29% in epoch433
Epoch 434/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:05:58,531 - INFO - train_loss:1.1793366049198395 in epoch434
2025-02-04 07:05:58,531 - INFO - train_acc:0.9875451264162285 in epoch434
2025-02-04 07:05:58,532 - INFO - Epoch 434: Learning Rate: [4.4196283224392146e-06]
Epoch 434/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 07:06:03,846 - INFO - valid_loss:1.193884829680125 in epoch434
2025-02-04 07:06:03,846 - INFO - valid_acc:0.9177345428551189 in epoch434
2025-02-04 07:06:03,846 - INFO - Mean iou = 85.31% in epoch434
Epoch 435/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:08:21,228 - INFO - train_loss:1.1795241788346718 in epoch435
2025-02-04 07:08:21,229 - INFO - train_acc:0.987537965919126 in epoch435
2025-02-04 07:08:21,229 - INFO - Epoch 435: Learning Rate: [4.28894091232446e-06]
Epoch 435/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 07:08:26,530 - INFO - valid_loss:1.1938461860020955 in epoch435
2025-02-04 07:08:26,530 - INFO - valid_acc:0.9179512664648591 in epoch435
2025-02-04 07:08:26,531 - INFO - Mean iou = 85.35% in epoch435
Epoch 436/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:10:44,081 - INFO - train_loss:1.1792906687614766 in epoch436
2025-02-04 07:10:44,082 - INFO - train_acc:0.9876805122499888 in epoch436
2025-02-04 07:10:44,082 - INFO - Epoch 436: Learning Rate: [4.1601327103412345e-06]
Epoch 436/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-04 07:10:49,356 - INFO - valid_loss:1.1938856442769368 in epoch436
2025-02-04 07:10:49,357 - INFO - valid_acc:0.917791437780917 in epoch436
2025-02-04 07:10:49,357 - INFO - Mean iou = 85.32% in epoch436
Epoch 437/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:13:07,035 - INFO - train_loss:1.1792424866493711 in epoch437
2025-02-04 07:13:07,035 - INFO - train_acc:0.9875407190854727 in epoch437
2025-02-04 07:13:07,036 - INFO - Epoch 437: Learning Rate: [4.0332090112902184e-06]
Epoch 437/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 07:13:12,319 - INFO - valid_loss:1.1939512689908345 in epoch437
2025-02-04 07:13:12,319 - INFO - valid_acc:0.9177463712478003 in epoch437
2025-02-04 07:13:12,320 - INFO - Mean iou = 85.31% in epoch437
Epoch 438/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:15:29,797 - INFO - train_loss:1.1793918958369722 in epoch438
2025-02-04 07:15:29,798 - INFO - train_acc:0.9875285809474673 in epoch438
2025-02-04 07:15:29,798 - INFO - Epoch 438: Learning Rate: [3.908175032507576e-06]
Epoch 438/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 07:15:35,095 - INFO - valid_loss:1.193892737229665 in epoch438
2025-02-04 07:15:35,096 - INFO - valid_acc:0.9176836340684639 in epoch438
2025-02-04 07:15:35,096 - INFO - Mean iou = 85.30% in epoch438
Epoch 439/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:17:52,551 - INFO - train_loss:1.1793515041787574 in epoch439
2025-02-04 07:17:52,552 - INFO - train_acc:0.9877308613368725 in epoch439
2025-02-04 07:17:52,552 - INFO - Epoch 439: Learning Rate: [3.785035913650419e-06]
Epoch 439/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.24batch/s]
2025-02-04 07:17:57,902 - INFO - valid_loss:1.1939630111058552 in epoch439
2025-02-04 07:17:57,903 - INFO - valid_acc:0.9178747335690578 in epoch439
2025-02-04 07:17:57,903 - INFO - Mean iou = 85.34% in epoch439
Epoch 440/500 [Training]: 100%|███████████████████████████████| 188/188 [02:12<00:00,  1.42batch/s]
2025-02-04 07:20:10,237 - INFO - train_loss:1.1794295754838497 in epoch440
2025-02-04 07:20:10,238 - INFO - train_acc:0.987740171926237 in epoch440
2025-02-04 07:20:10,238 - INFO - Epoch 440: Learning Rate: [3.6637967164856484e-06]
Epoch 440/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.20batch/s]
2025-02-04 07:20:15,688 - INFO - valid_loss:1.1939648389816284 in epoch440
2025-02-04 07:20:15,689 - INFO - valid_acc:0.9174163837563745 in epoch440
2025-02-04 07:20:15,689 - INFO - Mean iou = 85.26% in epoch440
Epoch 441/500 [Training]: 100%|███████████████████████████████| 188/188 [02:18<00:00,  1.36batch/s]
2025-02-04 07:22:33,834 - INFO - train_loss:1.1792913009511663 in epoch441
2025-02-04 07:22:33,835 - INFO - train_acc:0.9877873784012365 in epoch441
2025-02-04 07:22:33,835 - INFO - Epoch 441: Learning Rate: [3.544462424681766e-06]
Epoch 441/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.24batch/s]
2025-02-04 07:22:39,202 - INFO - valid_loss:1.194012274344762 in epoch441
2025-02-04 07:22:39,203 - INFO - valid_acc:0.9175431775892625 in epoch441
2025-02-04 07:22:39,203 - INFO - Mean iou = 85.28% in epoch441
Epoch 442/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:24:56,800 - INFO - train_loss:1.179509570623966 in epoch442
2025-02-04 07:24:56,801 - INFO - train_acc:0.987602182068412 in epoch442
2025-02-04 07:24:56,801 - INFO - Epoch 442: Learning Rate: [3.4270379436041404e-06]
Epoch 442/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.21batch/s]
2025-02-04 07:25:02,223 - INFO - valid_loss:1.1939205626646678 in epoch442
2025-02-04 07:25:02,224 - INFO - valid_acc:0.9174265667421196 in epoch442
2025-02-04 07:25:02,224 - INFO - Mean iou = 85.26% in epoch442
Epoch 443/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:27:19,885 - INFO - train_loss:1.1794398629919012 in epoch443
2025-02-04 07:27:19,886 - INFO - train_acc:0.987605216832178 in epoch443
2025-02-04 07:27:19,886 - INFO - Epoch 443: Learning Rate: [3.3115281001132507e-06]
Epoch 443/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 07:27:25,180 - INFO - valid_loss:1.1939136981964111 in epoch443
2025-02-04 07:27:25,181 - INFO - valid_acc:0.9177849362789822 in epoch443
2025-02-04 07:27:25,181 - INFO - Mean iou = 85.32% in epoch443
Epoch 444/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:29:42,635 - INFO - train_loss:1.1795057508539646 in epoch444
2025-02-04 07:29:42,636 - INFO - train_acc:0.9878333830295936 in epoch444
2025-02-04 07:29:42,636 - INFO - Epoch 444: Learning Rate: [3.1979376423663387e-06]
Epoch 444/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.24batch/s]
2025-02-04 07:29:48,011 - INFO - valid_loss:1.1938900252183278 in epoch444
2025-02-04 07:29:48,012 - INFO - valid_acc:0.917878303092574 in epoch444
2025-02-04 07:29:48,012 - INFO - Mean iou = 85.33% in epoch444
Epoch 445/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:32:05,318 - INFO - train_loss:1.1795055999400768 in epoch445
2025-02-04 07:32:05,319 - INFO - train_acc:0.9880572908090245 in epoch445
2025-02-04 07:32:05,319 - INFO - Epoch 445: Learning Rate: [3.086271239622227e-06]
Epoch 445/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.24batch/s]
2025-02-04 07:32:10,676 - INFO - valid_loss:1.193892002105713 in epoch445
2025-02-04 07:32:10,677 - INFO - valid_acc:0.917956447123053 in epoch445
2025-02-04 07:32:10,677 - INFO - Mean iou = 85.35% in epoch445
Epoch 446/500 [Training]: 100%|███████████████████████████████| 188/188 [02:12<00:00,  1.42batch/s]
2025-02-04 07:34:23,222 - INFO - train_loss:1.179441419687677 in epoch446
2025-02-04 07:34:23,223 - INFO - train_acc:0.9879924953135506 in epoch446
2025-02-04 07:34:23,223 - INFO - Epoch 446: Learning Rate: [2.9765334820493747e-06]
Epoch 446/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.21batch/s]
2025-02-04 07:34:28,667 - INFO - valid_loss:1.1938914060592651 in epoch446
2025-02-04 07:34:28,667 - INFO - valid_acc:0.9179534464069389 in epoch446
2025-02-04 07:34:28,667 - INFO - Mean iou = 85.35% in epoch446
Epoch 447/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:36:46,194 - INFO - train_loss:1.1793583771015734 in epoch447
2025-02-04 07:36:46,195 - INFO - train_acc:0.9881719017576777 in epoch447
2025-02-04 07:36:46,195 - INFO - Epoch 447: Learning Rate: [2.8687288805371496e-06]
Epoch 447/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 07:36:51,437 - INFO - valid_loss:1.1939518352349598 in epoch447
2025-02-04 07:36:51,437 - INFO - valid_acc:0.9179517495121857 in epoch447
2025-02-04 07:36:51,437 - INFO - Mean iou = 85.35% in epoch447
Epoch 448/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:39:08,819 - INFO - train_loss:1.1792585107874363 in epoch448
2025-02-04 07:39:08,820 - INFO - train_acc:0.9880776791374678 in epoch448
2025-02-04 07:39:08,820 - INFO - Epoch 448: Learning Rate: [2.762861866510515e-06]
Epoch 448/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-04 07:39:14,090 - INFO - valid_loss:1.193918486436208 in epoch448
2025-02-04 07:39:14,091 - INFO - valid_acc:0.9178174900421238 in epoch448
2025-02-04 07:39:14,091 - INFO - Mean iou = 85.32% in epoch448
Epoch 449/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:41:31,483 - INFO - train_loss:1.1793189359472154 in epoch449
2025-02-04 07:41:31,484 - INFO - train_acc:0.9879945582440323 in epoch449
2025-02-04 07:41:31,484 - INFO - Epoch 449: Learning Rate: [2.65893679174775e-06]
Epoch 449/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-04 07:41:36,740 - INFO - valid_loss:1.1939148902893066 in epoch449
2025-02-04 07:41:36,741 - INFO - valid_acc:0.9177841069889886 in epoch449
2025-02-04 07:41:36,741 - INFO - Mean iou = 85.32% in epoch449
Epoch 450/500 [Training]: 100%|███████████████████████████████| 188/188 [02:10<00:00,  1.44batch/s]
2025-02-04 07:43:47,698 - INFO - train_loss:1.179431066234061 in epoch450
2025-02-04 07:43:47,699 - INFO - train_acc:0.9881348284514497 in epoch450
2025-02-04 07:43:47,699 - INFO - Epoch 450: Learning Rate: [2.556957928201616e-06]
Epoch 450/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.21batch/s]
2025-02-04 07:43:53,131 - INFO - valid_loss:1.1939720114072163 in epoch450
2025-02-04 07:43:53,132 - INFO - valid_acc:0.9176132343962452 in epoch450
2025-02-04 07:43:53,132 - INFO - Mean iou = 85.29% in epoch450
Epoch 451/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:46:10,239 - INFO - train_loss:1.1793574779591662 in epoch451
2025-02-04 07:46:10,239 - INFO - train_acc:0.9882822423349885 in epoch451
2025-02-04 07:46:10,240 - INFO - Epoch 451: Learning Rate: [2.4569294678237992e-06]
Epoch 451/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.32batch/s]
2025-02-04 07:46:15,411 - INFO - valid_loss:1.193834622701009 in epoch451
2025-02-04 07:46:15,412 - INFO - valid_acc:0.9182364472189866 in epoch451
2025-02-04 07:46:15,412 - INFO - Mean iou = 85.39% in epoch451
Epoch 452/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-04 07:48:32,387 - INFO - train_loss:1.1793344743708347 in epoch452
2025-02-04 07:48:32,388 - INFO - train_acc:0.9880705725573428 in epoch452
2025-02-04 07:48:32,388 - INFO - Epoch 452: Learning Rate: [2.3588555223924975e-06]
Epoch 452/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-04 07:48:37,597 - INFO - valid_loss:1.1940027872721355 in epoch452
2025-02-04 07:48:37,597 - INFO - valid_acc:0.9173383705335322 in epoch452
2025-02-04 07:48:37,597 - INFO - Mean iou = 85.25% in epoch452
