2025-01-26 01:45:27,643 - INFO - Namespace(device='cuda:1', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=1000, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_1UNetlinear_1DeepLabV3Plinear_01-26-01-45-26/', log_file_path='../../de_logistics/ACDC_1UNetlinear_1DeepLabV3Plinear_01-26-01-45-26/training.log')
Epoch 1/1000 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:44<00:00,  1.69batch/s]
2025-01-26 13:31:58,378 - INFO - train_loss:1.0991393248240153 in epoch730
2025-01-26 13:31:58,379 - INFO - train_acc:0.9896238804125088 in epoch730
2025-01-26 13:31:58,379 - INFO - Epoch 730: Learning Rate: [1.7265237606405476e-05]
Epoch 730/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.47batch/s]
2025-01-26 13:32:13,772 - INFO - valid_loss:1.1090121990755986 in epoch730
2025-01-26 13:32:13,773 - INFO - valid_acc:0.9115374772623742 in epoch730
2025-01-26 13:32:13,773 - INFO - Mean iou = 84.36% in epoch730
Epoch 731/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 13:32:56,794 - INFO - train_loss:1.0990794928868612 in epoch731
2025-01-26 13:32:56,795 - INFO - train_acc:0.9895260967412942 in epoch731
2025-01-26 13:32:56,795 - INFO - Epoch 731: Learning Rate: [1.714550265796678e-05]
Epoch 731/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 13:33:11,779 - INFO - valid_loss:1.1088915404520536 in epoch731
2025-01-26 13:33:11,780 - INFO - valid_acc:0.9115367092953361 in epoch731
2025-01-26 13:33:11,780 - INFO - Mean iou = 84.35% in epoch731
Epoch 732/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 13:33:54,446 - INFO - train_loss:1.099118455251058 in epoch732
2025-01-26 13:33:54,447 - INFO - train_acc:0.989544331496474 in epoch732
2025-01-26 13:33:54,447 - INFO - Epoch 732: Learning Rate: [1.702609860430149e-05]
Epoch 732/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.55batch/s]
2025-01-26 13:34:09,370 - INFO - valid_loss:1.1091187815917165 in epoch732
2025-01-26 13:34:09,371 - INFO - valid_acc:0.9107858932088216 in epoch732
2025-01-26 13:34:09,371 - INFO - Mean iou = 84.24% in epoch732
Epoch 733/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 13:34:51,934 - INFO - train_loss:1.0991628487904868 in epoch733
2025-01-26 13:34:51,934 - INFO - train_acc:0.9897643765371819 in epoch733
2025-01-26 13:34:51,935 - INFO - Epoch 733: Learning Rate: [1.6907026647807126e-05]
Epoch 733/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 13:35:07,040 - INFO - valid_loss:1.109119045106988 in epoch733
2025-01-26 13:35:07,041 - INFO - valid_acc:0.9103530364672625 in epoch733
2025-01-26 13:35:07,041 - INFO - Mean iou = 84.17% in epoch733
Epoch 734/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 13:35:49,918 - INFO - train_loss:1.0991688219706217 in epoch734
2025-01-26 13:35:49,919 - INFO - train_acc:0.989623247860565 in epoch734
2025-01-26 13:35:49,919 - INFO - Epoch 734: Learning Rate: [1.678828798753698e-05]
Epoch 734/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.58batch/s]
2025-01-26 13:36:04,675 - INFO - valid_loss:1.1088029146194458 in epoch734
2025-01-26 13:36:04,675 - INFO - valid_acc:0.9120312368661321 in epoch734
2025-01-26 13:36:04,676 - INFO - Mean iou = 84.43% in epoch734
Epoch 735/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.74batch/s]
2025-01-26 13:36:47,663 - INFO - train_loss:1.0991949717203775 in epoch735
2025-01-26 13:36:47,664 - INFO - train_acc:0.9895741417228346 in epoch735
2025-01-26 13:36:47,664 - INFO - Epoch 735: Learning Rate: [1.6669883819188008e-05]
Epoch 735/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 13:37:02,745 - INFO - valid_loss:1.1088931968337612 in epoch735
2025-01-26 13:37:02,746 - INFO - valid_acc:0.91161055283366 in epoch735
2025-01-26 13:37:02,746 - INFO - Mean iou = 84.37% in epoch735
Epoch 736/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 13:37:45,280 - INFO - train_loss:1.0990136241912842 in epoch736
2025-01-26 13:37:45,281 - INFO - train_acc:0.9896445019653857 in epoch736
2025-01-26 13:37:45,281 - INFO - Epoch 736: Learning Rate: [1.6551815335088884e-05]
Epoch 736/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.49batch/s]
2025-01-26 13:38:00,523 - INFO - valid_loss:1.1090771775496633 in epoch736
2025-01-26 13:38:00,523 - INFO - valid_acc:0.9107877857663361 in epoch736
2025-01-26 13:38:00,524 - INFO - Mean iou = 84.24% in epoch736
Epoch 737/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 13:38:43,640 - INFO - train_loss:1.0989809576670329 in epoch737
2025-01-26 13:38:43,640 - INFO - train_acc:0.9897517638570938 in epoch737
2025-01-26 13:38:43,641 - INFO - Epoch 737: Learning Rate: [1.6434083724187934e-05]
Epoch 737/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.58batch/s]
2025-01-26 13:38:58,391 - INFO - valid_loss:1.1088954680844356 in epoch737
2025-01-26 13:38:58,391 - INFO - valid_acc:0.9112798768947546 in epoch737
2025-01-26 13:38:58,392 - INFO - Mean iou = 84.32% in epoch737
Epoch 738/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 13:39:41,268 - INFO - train_loss:1.0990472443898518 in epoch738
2025-01-26 13:39:41,269 - INFO - train_acc:0.9898579875871754 in epoch738
2025-01-26 13:39:41,269 - INFO - Epoch 738: Learning Rate: [1.6316690172041192e-05]
Epoch 738/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 13:39:56,438 - INFO - valid_loss:1.1091146437745345 in epoch738
2025-01-26 13:39:56,438 - INFO - valid_acc:0.9109442808142675 in epoch738
2025-01-26 13:39:56,439 - INFO - Mean iou = 84.27% in epoch738
Epoch 739/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 13:40:39,609 - INFO - train_loss:1.0991961526870728 in epoch739
2025-01-26 13:40:39,610 - INFO - train_acc:0.9896469504352056 in epoch739
2025-01-26 13:40:39,610 - INFO - Epoch 739: Learning Rate: [1.619963586080041e-05]
Epoch 739/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 13:40:54,707 - INFO - valid_loss:1.1090130617744045 in epoch739
2025-01-26 13:40:54,708 - INFO - valid_acc:0.9111546930237485 in epoch739
2025-01-26 13:40:54,708 - INFO - Mean iou = 84.30% in epoch739
Epoch 740/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 13:41:37,969 - INFO - train_loss:1.099089684486389 in epoch740
2025-01-26 13:41:37,970 - INFO - train_acc:0.9897511479430725 in epoch740
2025-01-26 13:41:37,971 - INFO - Epoch 740: Learning Rate: [1.6082921969201165e-05]
Epoch 740/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 13:41:53,173 - INFO - valid_loss:1.1090323297600997 in epoch740
2025-01-26 13:41:53,173 - INFO - valid_acc:0.9106083112747471 in epoch740
2025-01-26 13:41:53,174 - INFO - Mean iou = 84.21% in epoch740
Epoch 741/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 13:42:36,284 - INFO - train_loss:1.099333046277364 in epoch741
2025-01-26 13:42:36,285 - INFO - train_acc:0.9896340116197703 in epoch741
2025-01-26 13:42:36,285 - INFO - Epoch 741: Learning Rate: [1.5966549672551117e-05]
Epoch 741/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.44batch/s]
2025-01-26 13:42:51,867 - INFO - valid_loss:1.1088961080500954 in epoch741
2025-01-26 13:42:51,868 - INFO - valid_acc:0.9112518703865015 in epoch741
2025-01-26 13:42:51,868 - INFO - Mean iou = 84.31% in epoch741
Epoch 742/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.72batch/s]
2025-01-26 13:43:35,403 - INFO - train_loss:1.099087160428365 in epoch742
2025-01-26 13:43:35,404 - INFO - train_acc:0.9898609397844222 in epoch742
2025-01-26 13:43:35,404 - INFO - Epoch 742: Learning Rate: [1.585052014271797e-05]
Epoch 742/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.49batch/s]
2025-01-26 13:43:50,653 - INFO - valid_loss:1.1092740861993087 in epoch742
2025-01-26 13:43:50,653 - INFO - valid_acc:0.9102581428547826 in epoch742
2025-01-26 13:43:50,654 - INFO - Mean iou = 84.16% in epoch742
Epoch 743/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 13:44:33,948 - INFO - train_loss:1.099096137682597 in epoch743
2025-01-26 13:44:33,949 - INFO - train_acc:0.9898705249314171 in epoch743
2025-01-26 13:44:33,949 - INFO - Epoch 743: Learning Rate: [1.573483454811779e-05]
Epoch 743/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.49batch/s]
2025-01-26 13:44:49,225 - INFO - valid_loss:1.1093615481728 in epoch743
2025-01-26 13:44:49,226 - INFO - valid_acc:0.909412653644546 in epoch743
2025-01-26 13:44:49,226 - INFO - Mean iou = 84.04% in epoch743
Epoch 744/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 13:45:32,165 - INFO - train_loss:1.0990406735738119 in epoch744
2025-01-26 13:45:32,166 - INFO - train_acc:0.989835844083244 in epoch744
2025-01-26 13:45:32,166 - INFO - Epoch 744: Learning Rate: [1.561949405370323e-05]
Epoch 744/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.49batch/s]
2025-01-26 13:45:47,413 - INFO - valid_loss:1.1091343760490417 in epoch744
2025-01-26 13:45:47,414 - INFO - valid_acc:0.9103945708214957 in epoch744
2025-01-26 13:45:47,414 - INFO - Mean iou = 84.19% in epoch744
Epoch 745/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 13:46:30,553 - INFO - train_loss:1.0989944473902384 in epoch745
2025-01-26 13:46:30,554 - INFO - train_acc:0.9899165530853514 in epoch745
2025-01-26 13:46:30,554 - INFO - Epoch 745: Learning Rate: [1.550449982095182e-05]
Epoch 745/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 13:46:45,624 - INFO - valid_loss:1.1089690955061662 in epoch745
2025-01-26 13:46:45,624 - INFO - valid_acc:0.9112473165937821 in epoch745
2025-01-26 13:46:45,624 - INFO - Mean iou = 84.31% in epoch745
Epoch 746/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 13:47:28,362 - INFO - train_loss:1.0991139173507691 in epoch746
2025-01-26 13:47:28,363 - INFO - train_acc:0.9898214210677179 in epoch746
2025-01-26 13:47:28,363 - INFO - Epoch 746: Learning Rate: [1.538985300785417e-05]
Epoch 746/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.55batch/s]
2025-01-26 13:47:43,295 - INFO - valid_loss:1.1091418830971969 in epoch746
2025-01-26 13:47:43,295 - INFO - valid_acc:0.9105952194967838 in epoch746
2025-01-26 13:47:43,296 - INFO - Mean iou = 84.21% in epoch746
Epoch 747/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 13:48:26,534 - INFO - train_loss:1.0990363947550457 in epoch747
2025-01-26 13:48:26,535 - INFO - train_acc:0.990071721838748 in epoch747
2025-01-26 13:48:26,535 - INFO - Epoch 747: Learning Rate: [1.5275554768902426e-05]
Epoch 747/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 13:48:41,740 - INFO - valid_loss:1.1089893548112166 in epoch747
2025-01-26 13:48:41,740 - INFO - valid_acc:0.9112262132383115 in epoch747
2025-01-26 13:48:41,741 - INFO - Mean iou = 84.31% in epoch747
Epoch 748/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 13:49:24,796 - INFO - train_loss:1.0991753228505452 in epoch748
2025-01-26 13:49:24,796 - INFO - train_acc:0.9898238265896587 in epoch748
2025-01-26 13:49:24,796 - INFO - Epoch 748: Learning Rate: [1.5161606255078609e-05]
Epoch 748/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 13:49:39,989 - INFO - valid_loss:1.1088964311700118 in epoch748
2025-01-26 13:49:39,990 - INFO - valid_acc:0.9113332753819722 in epoch748
2025-01-26 13:49:39,990 - INFO - Mean iou = 84.33% in epoch748
Epoch 749/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 13:50:22,492 - INFO - train_loss:1.0991774876912435 in epoch749
2025-01-26 13:50:22,492 - INFO - train_acc:0.9899379368073514 in epoch749
2025-01-26 13:50:22,492 - INFO - Epoch 749: Learning Rate: [1.5048008613842957e-05]
Epoch 749/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 13:50:37,448 - INFO - valid_loss:1.109168146785937 in epoch749
2025-01-26 13:50:37,448 - INFO - valid_acc:0.9107055544261357 in epoch749
2025-01-26 13:50:37,448 - INFO - Mean iou = 84.23% in epoch749
Epoch 750/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 13:51:20,750 - INFO - train_loss:1.0989392105738323 in epoch750
2025-01-26 13:51:20,751 - INFO - train_acc:0.9899477339022371 in epoch750
2025-01-26 13:51:20,751 - INFO - Epoch 750: Learning Rate: [1.4934762989122478e-05]
Epoch 750/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 13:51:35,823 - INFO - valid_loss:1.1094654610282497 in epoch750
2025-01-26 13:51:35,823 - INFO - valid_acc:0.9092708249500026 in epoch750
2025-01-26 13:51:35,824 - INFO - Mean iou = 84.01% in epoch750
Epoch 751/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 13:52:18,716 - INFO - train_loss:1.099073216120402 in epoch751
2025-01-26 13:52:18,716 - INFO - train_acc:0.9900527337563558 in epoch751
2025-01-26 13:52:18,717 - INFO - Epoch 751: Learning Rate: [1.482187052129933e-05]
Epoch 751/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.56batch/s]
2025-01-26 13:52:33,565 - INFO - valid_loss:1.10914273011057 in epoch751
2025-01-26 13:52:33,566 - INFO - valid_acc:0.9109035549216994 in epoch751
2025-01-26 13:52:33,566 - INFO - Mean iou = 84.26% in epoch751
Epoch 752/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 13:53:16,290 - INFO - train_loss:1.09908052444458 in epoch752
2025-01-26 13:53:16,291 - INFO - train_acc:0.9900955131989775 in epoch752
2025-01-26 13:53:16,291 - INFO - Epoch 752: Learning Rate: [1.4709332347199434e-05]
Epoch 752/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.57batch/s]
2025-01-26 13:53:31,085 - INFO - valid_loss:1.1089445885859037 in epoch752
2025-01-26 13:53:31,086 - INFO - valid_acc:0.911300882256018 in epoch752
2025-01-26 13:53:31,086 - INFO - Mean iou = 84.32% in epoch752
Epoch 753/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 13:54:13,863 - INFO - train_loss:1.0990701993306478 in epoch753
2025-01-26 13:54:13,863 - INFO - train_acc:0.990137998435478 in epoch753
2025-01-26 13:54:13,864 - INFO - Epoch 753: Learning Rate: [1.4597149600080956e-05]
Epoch 753/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 13:54:28,913 - INFO - valid_loss:1.1088701266991465 in epoch753
2025-01-26 13:54:28,914 - INFO - valid_acc:0.9118107385505062 in epoch753
2025-01-26 13:54:28,914 - INFO - Mean iou = 84.40% in epoch753
Epoch 754/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 13:55:11,689 - INFO - train_loss:1.0990559339523316 in epoch754
2025-01-26 13:55:11,690 - INFO - train_acc:0.9901225664050783 in epoch754
2025-01-26 13:55:11,690 - INFO - Epoch 754: Learning Rate: [1.4485323409622904e-05]
Epoch 754/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 13:55:26,653 - INFO - valid_loss:1.1092151560281451 in epoch754
2025-01-26 13:55:26,653 - INFO - valid_acc:0.910240767857631 in epoch754
2025-01-26 13:55:26,654 - INFO - Mean iou = 84.16% in epoch754
Epoch 755/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 13:56:09,664 - INFO - train_loss:1.0989282433191936 in epoch755
2025-01-26 13:56:09,664 - INFO - train_acc:0.9901710157092037 in epoch755
2025-01-26 13:56:09,665 - INFO - Epoch 755: Learning Rate: [1.4373854901913747e-05]
Epoch 755/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.55batch/s]
2025-01-26 13:56:24,559 - INFO - valid_loss:1.1090184450149536 in epoch755
2025-01-26 13:56:24,559 - INFO - valid_acc:0.9108452902455518 in epoch755
2025-01-26 13:56:24,560 - INFO - Mean iou = 84.25% in epoch755
Epoch 756/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 13:57:07,575 - INFO - train_loss:1.0990809456507364 in epoch756
2025-01-26 13:57:07,576 - INFO - train_acc:0.99016469536823 in epoch756
2025-01-26 13:57:07,576 - INFO - Epoch 756: Learning Rate: [1.4262745199440175e-05]
Epoch 756/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.57batch/s]
2025-01-26 13:57:22,341 - INFO - valid_loss:1.109323118862353 in epoch756
2025-01-26 13:57:22,341 - INFO - valid_acc:0.9098805800075085 in epoch756
2025-01-26 13:57:22,341 - INFO - Mean iou = 84.10% in epoch756
Epoch 757/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 13:58:04,846 - INFO - train_loss:1.0992153867085774 in epoch757
2025-01-26 13:58:04,847 - INFO - train_acc:0.9899558631438272 in epoch757
2025-01-26 13:58:04,847 - INFO - Epoch 757: Learning Rate: [1.4151995421075624e-05]
Epoch 757/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.58batch/s]
2025-01-26 13:58:19,596 - INFO - valid_loss:1.1088744621527822 in epoch757
2025-01-26 13:58:19,596 - INFO - valid_acc:0.9117693145273984 in epoch757
2025-01-26 13:58:19,596 - INFO - Mean iou = 84.39% in epoch757
Epoch 758/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 13:59:02,489 - INFO - train_loss:1.0992371431986492 in epoch758
2025-01-26 13:59:02,490 - INFO - train_acc:0.990063146762793 in epoch758
2025-01-26 13:59:02,490 - INFO - Epoch 758: Learning Rate: [1.4041606682069133e-05]
Epoch 758/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 13:59:17,642 - INFO - valid_loss:1.109157875964516 in epoch758
2025-01-26 13:59:17,642 - INFO - valid_acc:0.9104909950303398 in epoch758
2025-01-26 13:59:17,643 - INFO - Mean iou = 84.20% in epoch758
Epoch 759/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 14:00:00,296 - INFO - train_loss:1.0989509836832683 in epoch759
2025-01-26 14:00:00,297 - INFO - train_acc:0.9901649753682142 in epoch759
2025-01-26 14:00:00,297 - INFO - Epoch 759: Learning Rate: [1.3931580094034097e-05]
Epoch 759/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.58batch/s]
2025-01-26 14:00:15,035 - INFO - valid_loss:1.1092678622195595 in epoch759
2025-01-26 14:00:15,036 - INFO - valid_acc:0.9098995827854364 in epoch759
2025-01-26 14:00:15,036 - INFO - Mean iou = 84.11% in epoch759
Epoch 760/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 14:00:57,542 - INFO - train_loss:1.0989473454157512 in epoch760
2025-01-26 14:00:57,543 - INFO - train_acc:0.9902171695056099 in epoch760
2025-01-26 14:00:57,543 - INFO - Epoch 760: Learning Rate: [1.3821916764937016e-05]
Epoch 760/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.57batch/s]
2025-01-26 14:01:12,339 - INFO - valid_loss:1.1093185293047052 in epoch760
2025-01-26 14:01:12,339 - INFO - valid_acc:0.9100996383103722 in epoch760
2025-01-26 14:01:12,339 - INFO - Mean iou = 84.14% in epoch760
Epoch 761/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 14:01:54,837 - INFO - train_loss:1.0988438018163045 in epoch761
2025-01-26 14:01:54,838 - INFO - train_acc:0.9902262159311271 in epoch761
2025-01-26 14:01:54,838 - INFO - Epoch 761: Learning Rate: [1.3712617799086417e-05]
Epoch 761/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.60batch/s]
2025-01-26 14:02:09,443 - INFO - valid_loss:1.1089761727734615 in epoch761
2025-01-26 14:02:09,443 - INFO - valid_acc:0.9113214614081153 in epoch761
2025-01-26 14:02:09,444 - INFO - Mean iou = 84.32% in epoch761
Epoch 762/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 14:02:52,102 - INFO - train_loss:1.09898819287618 in epoch762
2025-01-26 14:02:52,103 - INFO - train_acc:0.9902106367964766 in epoch762
2025-01-26 14:02:52,103 - INFO - Epoch 762: Learning Rate: [1.3603684297121644e-05]
Epoch 762/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.57batch/s]
2025-01-26 14:03:06,889 - INFO - valid_loss:1.1090639139476575 in epoch762
2025-01-26 14:03:06,890 - INFO - valid_acc:0.9106641703436292 in epoch762
2025-01-26 14:03:06,890 - INFO - Mean iou = 84.22% in epoch762
Epoch 763/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.77batch/s]
2025-01-26 14:03:49,214 - INFO - train_loss:1.0989870325724285 in epoch763
2025-01-26 14:03:49,215 - INFO - train_acc:0.9903212293646318 in epoch763
2025-01-26 14:03:49,215 - INFO - Epoch 763: Learning Rate: [1.3495117356001872e-05]
Epoch 763/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.62batch/s]
2025-01-26 14:04:03,741 - INFO - valid_loss:1.1093635998274152 in epoch763
2025-01-26 14:04:03,741 - INFO - valid_acc:0.9098445593894301 in epoch763
2025-01-26 14:04:03,742 - INFO - Mean iou = 84.10% in epoch763
Epoch 764/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 14:04:46,238 - INFO - train_loss:1.0989771461486817 in epoch764
2025-01-26 14:04:46,239 - INFO - train_acc:0.9902082151154836 in epoch764
2025-01-26 14:04:46,239 - INFO - Epoch 764: Learning Rate: [1.3386918068995002e-05]
Epoch 764/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.59batch/s]
2025-01-26 14:05:00,901 - INFO - valid_loss:1.109128133246773 in epoch764
2025-01-26 14:05:00,901 - INFO - valid_acc:0.9109392687572168 in epoch764
2025-01-26 14:05:00,902 - INFO - Mean iou = 84.26% in epoch764
Epoch 765/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 14:05:43,419 - INFO - train_loss:1.0989123884836833 in epoch765
2025-01-26 14:05:43,420 - INFO - train_acc:0.9903433590448161 in epoch765
2025-01-26 14:05:43,420 - INFO - Epoch 765: Learning Rate: [1.3279087525666639e-05]
Epoch 765/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.61batch/s]
2025-01-26 14:05:57,986 - INFO - valid_loss:1.1093724370002747 in epoch765
2025-01-26 14:05:57,987 - INFO - valid_acc:0.9095674773964244 in epoch765
2025-01-26 14:05:57,987 - INFO - Mean iou = 84.05% in epoch765
Epoch 766/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.77batch/s]
2025-01-26 14:06:40,324 - INFO - train_loss:1.099107297261556 in epoch766
2025-01-26 14:06:40,324 - INFO - train_acc:0.9903651405962486 in epoch766
2025-01-26 14:06:40,325 - INFO - Epoch 766: Learning Rate: [1.3171626811869129e-05]
Epoch 766/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.59batch/s]
2025-01-26 14:06:54,972 - INFO - valid_loss:1.1091305080213045 in epoch766
2025-01-26 14:06:54,973 - INFO - valid_acc:0.9106146425958782 in epoch766
2025-01-26 14:06:54,973 - INFO - Mean iou = 84.21% in epoch766
Epoch 767/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 14:07:37,518 - INFO - train_loss:1.0989196761449178 in epoch767
