2025-02-04 21:42:50,827 - INFO - Namespace(device='cuda:1', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=4, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, ed_es_only='', log_dir='../../de_logistics/ACDC_1DeepLabV3Plinear_02-04-21-42-49/', log_file_path='../../de_logistics/ACDC_1DeepLabV3Plinear_02-04-21-42-49/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████| 150/150 [00:28<00:00,  5.34batch/s]
2025-02-05 01:17:37,435 - INFO - valid_acc:0.9161970817861619 in epoch354
2025-02-05 01:17:37,435 - INFO - Mean iou = 85.11% in epoch354
Epoch 355/500 [Training]: 100%|██████████████████████████████| 150/150 [00:47<00:00,  3.16batch/s]
2025-02-05 01:18:24,960 - INFO - train_loss:1.151214903195699 in epoch355
2025-02-05 01:18:24,961 - INFO - train_acc:0.9809871420252598 in epoch355
2025-02-05 01:18:24,961 - INFO - Epoch 355: Learning Rate: [2.010246402809166e-05]
Epoch 355/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.33batch/s]
2025-02-05 01:18:30,737 - INFO - valid_loss:1.15416738986969 in epoch355
2025-02-05 01:18:30,737 - INFO - valid_acc:0.9154188816503914 in epoch355
2025-02-05 01:18:30,738 - INFO - Mean iou = 84.99% in epoch355
Epoch 356/500 [Training]: 100%|██████████████████████████████| 150/150 [00:45<00:00,  3.32batch/s]
2025-02-05 01:19:15,944 - INFO - train_loss:1.1514288051923116 in epoch356
2025-02-05 01:19:15,945 - INFO - train_acc:0.9806528271890227 in epoch356
2025-02-05 01:19:15,945 - INFO - Epoch 356: Learning Rate: [1.984619635817557e-05]
Epoch 356/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.55batch/s]
2025-02-05 01:19:21,436 - INFO - valid_loss:1.1543204259872437 in epoch356
2025-02-05 01:19:21,437 - INFO - valid_acc:0.9156137596721033 in epoch356
2025-02-05 01:19:21,437 - INFO - Mean iou = 85.01% in epoch356
Epoch 357/500 [Training]: 100%|██████████████████████████████| 150/150 [00:47<00:00,  3.15batch/s]
2025-02-05 01:20:09,131 - INFO - train_loss:1.1514236466089884 in epoch357
2025-02-05 01:20:09,132 - INFO - train_acc:0.9810847621818747 in epoch357
2025-02-05 01:20:09,132 - INFO - Epoch 357: Learning Rate: [1.959116839855322e-05]
Epoch 357/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.34batch/s]
2025-02-05 01:20:14,895 - INFO - valid_loss:1.1542895889282228 in epoch357
2025-02-05 01:20:14,896 - INFO - valid_acc:0.9161758717934546 in epoch357
2025-02-05 01:20:14,896 - INFO - Mean iou = 85.11% in epoch357
Epoch 358/500 [Training]: 100%|██████████████████████████████| 150/150 [00:45<00:00,  3.33batch/s]
2025-02-05 01:20:59,906 - INFO - train_loss:1.1512814378738403 in epoch358
2025-02-05 01:20:59,907 - INFO - train_acc:0.9809705058492104 in epoch358
2025-02-05 01:20:59,907 - INFO - Epoch 358: Learning Rate: [1.9337390632425205e-05]
Epoch 358/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.35batch/s]
2025-02-05 01:21:05,657 - INFO - valid_loss:1.1543211841583252 in epoch358
2025-02-05 01:21:05,657 - INFO - valid_acc:0.9156311486199518 in epoch358
2025-02-05 01:21:05,657 - INFO - Mean iou = 85.02% in epoch358
Epoch 359/500 [Training]: 100%|██████████████████████████████| 150/150 [00:47<00:00,  3.15batch/s]
2025-02-05 01:21:53,268 - INFO - train_loss:1.1512486775716146 in epoch359
2025-02-05 01:21:53,269 - INFO - train_acc:0.9810032828480623 in epoch359
2025-02-05 01:21:53,269 - INFO - Epoch 359: Learning Rate: [1.9084873491601453e-05]
Epoch 359/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.46batch/s]
2025-02-05 01:21:58,874 - INFO - valid_loss:1.153876404762268 in epoch359
2025-02-05 01:21:58,875 - INFO - valid_acc:0.9157857953932335 in epoch359
2025-02-05 01:21:58,875 - INFO - Mean iou = 85.04% in epoch359
Epoch 360/500 [Training]: 100%|██████████████████████████████| 150/150 [00:43<00:00,  3.42batch/s]
2025-02-05 01:22:42,680 - INFO - train_loss:1.1515168786048888 in epoch360
2025-02-05 01:22:42,681 - INFO - train_acc:0.9811929308279663 in epoch360
2025-02-05 01:22:42,681 - INFO - Epoch 360: Learning Rate: [1.883362735607262e-05]
Epoch 360/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.39batch/s]
2025-02-05 01:22:48,382 - INFO - valid_loss:1.1540064477920533 in epoch360
2025-02-05 01:22:48,382 - INFO - valid_acc:0.9151438283782772 in epoch360
2025-02-05 01:22:48,383 - INFO - Mean iou = 84.94% in epoch360
Epoch 361/500 [Training]: 100%|██████████████████████████████| 150/150 [00:48<00:00,  3.12batch/s]
2025-02-05 01:23:36,402 - INFO - train_loss:1.1512388769785564 in epoch361
2025-02-05 01:23:36,403 - INFO - train_acc:0.9812244236292893 in epoch361
2025-02-05 01:23:36,403 - INFO - Epoch 361: Learning Rate: [1.8583662553583257e-05]
Epoch 361/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.23batch/s]
2025-02-05 01:23:42,311 - INFO - valid_loss:1.1539215660095214 in epoch361
2025-02-05 01:23:42,311 - INFO - valid_acc:0.9165400206863188 in epoch361
2025-02-05 01:23:42,311 - INFO - Mean iou = 85.16% in epoch361
Epoch 362/500 [Training]: 100%|██████████████████████████████| 150/150 [00:44<00:00,  3.41batch/s]
2025-02-05 01:24:26,355 - INFO - train_loss:1.1513000845909118 in epoch362
2025-02-05 01:24:26,356 - INFO - train_acc:0.981240261263849 in epoch362
2025-02-05 01:24:26,356 - INFO - Epoch 362: Learning Rate: [1.833498935920738e-05]
Epoch 362/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.39batch/s]
2025-02-05 01:24:32,047 - INFO - valid_loss:1.1542484045028687 in epoch362
2025-02-05 01:24:32,047 - INFO - valid_acc:0.9150299611416298 in epoch362
2025-02-05 01:24:32,047 - INFO - Mean iou = 84.92% in epoch362
Epoch 363/500 [Training]: 100%|██████████████████████████████| 150/150 [00:47<00:00,  3.15batch/s]
2025-02-05 01:25:19,661 - INFO - train_loss:1.1513294649124146 in epoch363
2025-02-05 01:25:19,662 - INFO - train_acc:0.9812200287918553 in epoch363
2025-02-05 01:25:19,662 - INFO - Epoch 363: Learning Rate: [1.808761799492596e-05]
Epoch 363/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.72batch/s]
2025-02-05 01:25:24,965 - INFO - valid_loss:1.153928098678589 in epoch363
2025-02-05 01:25:24,965 - INFO - valid_acc:0.915523183784251 in epoch363
2025-02-05 01:25:24,965 - INFO - Mean iou = 85.00% in epoch363
Epoch 364/500 [Training]: 100%|██████████████████████████████| 150/150 [00:45<00:00,  3.27batch/s]
2025-02-05 01:26:10,837 - INFO - train_loss:1.1513485558827719 in epoch364
2025-02-05 01:26:10,838 - INFO - train_acc:0.9813711343409943 in epoch364
2025-02-05 01:26:10,838 - INFO - Epoch 364: Learning Rate: [1.7841558629206946e-05]
Epoch 364/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.42batch/s]
2025-02-05 01:26:16,498 - INFO - valid_loss:1.1546743869781495 in epoch364
2025-02-05 01:26:16,499 - INFO - valid_acc:0.9149337322614319 in epoch364
2025-02-05 01:26:16,499 - INFO - Mean iou = 84.91% in epoch364
Epoch 365/500 [Training]: 100%|██████████████████████████████| 150/150 [00:45<00:00,  3.32batch/s]
2025-02-05 01:27:01,655 - INFO - train_loss:1.1514894739786783 in epoch365
2025-02-05 01:27:01,656 - INFO - train_acc:0.9815087707922459 in epoch365
2025-02-05 01:27:01,656 - INFO - Epoch 365: Learning Rate: [1.759682137658713e-05]
Epoch 365/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.36batch/s]
2025-02-05 01:27:07,394 - INFO - valid_loss:1.1541436576843263 in epoch365
2025-02-05 01:27:07,394 - INFO - valid_acc:0.9162686916401 in epoch365
2025-02-05 01:27:07,394 - INFO - Mean iou = 85.12% in epoch365
Epoch 366/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.24batch/s]
2025-02-05 01:27:53,667 - INFO - train_loss:1.1513941446940104 in epoch366
2025-02-05 01:27:53,668 - INFO - train_acc:0.9815558874257063 in epoch366
2025-02-05 01:27:53,668 - INFO - Epoch 366: Learning Rate: [1.7353416297256346e-05]
Epoch 366/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.44batch/s]
2025-02-05 01:27:59,299 - INFO - valid_loss:1.1543250751495362 in epoch366
2025-02-05 01:27:59,299 - INFO - valid_acc:0.9153240339023381 in epoch366
2025-02-05 01:27:59,299 - INFO - Mean iou = 84.97% in epoch366
Epoch 367/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.21batch/s]
2025-02-05 01:28:46,014 - INFO - train_loss:1.1514211742083231 in epoch367
2025-02-05 01:28:46,014 - INFO - train_acc:0.9817359255522159 in epoch367
2025-02-05 01:28:46,014 - INFO - Epoch 367: Learning Rate: [1.711135339664407e-05]
Epoch 367/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.40batch/s]
2025-02-05 01:28:51,699 - INFO - valid_loss:1.154235200881958 in epoch367
2025-02-05 01:28:51,700 - INFO - valid_acc:0.9151314541880218 in epoch367
2025-02-05 01:28:51,700 - INFO - Mean iou = 84.94% in epoch367
Epoch 368/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.22batch/s]
2025-02-05 01:29:38,294 - INFO - train_loss:1.1514626415570577 in epoch368
2025-02-05 01:29:38,295 - INFO - train_acc:0.9816776922463402 in epoch368
2025-02-05 01:29:38,295 - INFO - Epoch 368: Learning Rate: [1.6870642625008064e-05]
Epoch 368/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.48batch/s]
2025-02-05 01:29:43,876 - INFO - valid_loss:1.1543879365921021 in epoch368
2025-02-05 01:29:43,877 - INFO - valid_acc:0.9157693450469361 in epoch368
2025-02-05 01:29:43,877 - INFO - Mean iou = 85.05% in epoch368
Epoch 369/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.25batch/s]
2025-02-05 01:30:30,099 - INFO - train_loss:1.1514463885625204 in epoch369
2025-02-05 01:30:30,100 - INFO - train_acc:0.9816511042548789 in epoch369
2025-02-05 01:30:30,100 - INFO - Epoch 369: Learning Rate: [1.6631293877025353e-05]
Epoch 369/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.38batch/s]
2025-02-05 01:30:35,806 - INFO - valid_loss:1.154569206237793 in epoch369
2025-02-05 01:30:35,806 - INFO - valid_acc:0.9156979526389938 in epoch369
2025-02-05 01:30:35,806 - INFO - Mean iou = 85.04% in epoch369
Epoch 370/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.26batch/s]
2025-02-05 01:31:21,851 - INFO - train_loss:1.1510860085487367 in epoch370
2025-02-05 01:31:21,851 - INFO - train_acc:0.981618393440304 in epoch370
2025-02-05 01:31:21,851 - INFO - Epoch 370: Learning Rate: [1.6393316991385462e-05]
Epoch 370/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.53batch/s]
2025-02-05 01:31:27,371 - INFO - valid_loss:1.1541857862472533 in epoch370
2025-02-05 01:31:27,371 - INFO - valid_acc:0.9159652833526388 in epoch370
2025-02-05 01:31:27,372 - INFO - Mean iou = 85.07% in epoch370
Epoch 371/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.24batch/s]
2025-02-05 01:32:13,695 - INFO - train_loss:1.1514839140574138 in epoch371
2025-02-05 01:32:13,696 - INFO - train_acc:0.9818511238582732 in epoch371
2025-02-05 01:32:13,696 - INFO - Epoch 371: Learning Rate: [1.6156721750386134e-05]
Epoch 371/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.49batch/s]
2025-02-05 01:32:19,262 - INFO - valid_loss:1.1544409322738647 in epoch371
2025-02-05 01:32:19,263 - INFO - valid_acc:0.9149774880135708 in epoch371
2025-02-05 01:32:19,263 - INFO - Mean iou = 84.92% in epoch371
Epoch 372/500 [Training]: 100%|██████████████████████████████| 150/150 [00:45<00:00,  3.26batch/s]
2025-02-05 01:33:05,230 - INFO - train_loss:1.1516743850708009 in epoch372
2025-02-05 01:33:05,231 - INFO - train_acc:0.981615275791021 in epoch372
2025-02-05 01:33:05,231 - INFO - Epoch 372: Learning Rate: [1.5921517879530986e-05]
Epoch 372/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.72batch/s]
2025-02-05 01:33:10,526 - INFO - valid_loss:1.1544094562530518 in epoch372
2025-02-05 01:33:10,526 - INFO - valid_acc:0.9150958081595943 in epoch372
2025-02-05 01:33:10,527 - INFO - Mean iou = 84.94% in epoch372
Epoch 373/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.20batch/s]
2025-02-05 01:33:57,455 - INFO - train_loss:1.1514093629519144 in epoch373
2025-02-05 01:33:57,456 - INFO - train_acc:0.9818663597636826 in epoch373
2025-02-05 01:33:57,456 - INFO - Epoch 373: Learning Rate: [1.5687715047129926e-05]
Epoch 373/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.65batch/s]
2025-02-05 01:34:02,837 - INFO - valid_loss:1.1544672679901122 in epoch373
2025-02-05 01:34:02,837 - INFO - valid_acc:0.9147328242975296 in epoch373
2025-02-05 01:34:02,837 - INFO - Mean iou = 84.88% in epoch373
Epoch 374/500 [Training]: 100%|██████████████████████████████| 150/150 [00:45<00:00,  3.27batch/s]
2025-02-05 01:34:48,754 - INFO - train_loss:1.151321051120758 in epoch374
2025-02-05 01:34:48,755 - INFO - train_acc:0.981793547820216 in epoch374
2025-02-05 01:34:48,755 - INFO - Epoch 374: Learning Rate: [1.5455322863901704e-05]
Epoch 374/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.57batch/s]
2025-02-05 01:34:54,222 - INFO - valid_loss:1.1543089151382446 in epoch374
2025-02-05 01:34:54,223 - INFO - valid_acc:0.915701369876066 in epoch374
2025-02-05 01:34:54,223 - INFO - Mean iou = 85.03% in epoch374
Epoch 375/500 [Training]: 100%|██████████████████████████████| 150/150 [00:47<00:00,  3.15batch/s]
2025-02-05 01:35:41,869 - INFO - train_loss:1.151414570013682 in epoch375
2025-02-05 01:35:41,870 - INFO - train_acc:0.981920183886081 in epoch375
2025-02-05 01:35:41,870 - INFO - Epoch 375: Learning Rate: [1.5224350882578698e-05]
Epoch 375/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.23batch/s]
2025-02-05 01:35:47,779 - INFO - valid_loss:1.1541380262374878 in epoch375
2025-02-05 01:35:47,779 - INFO - valid_acc:0.9152523210420138 in epoch375
2025-02-05 01:35:47,780 - INFO - Mean iou = 84.95% in epoch375
Epoch 376/500 [Training]: 100%|██████████████████████████████| 150/150 [00:45<00:00,  3.31batch/s]
2025-02-05 01:36:33,040 - INFO - train_loss:1.1513608590761821 in epoch376
2025-02-05 01:36:33,041 - INFO - train_acc:0.9818166722592495 in epoch376
2025-02-05 01:36:33,041 - INFO - Epoch 376: Learning Rate: [1.4994808597514427e-05]
Epoch 376/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.33batch/s]
2025-02-05 01:36:38,811 - INFO - valid_loss:1.1541823482513427 in epoch376
2025-02-05 01:36:38,811 - INFO - valid_acc:0.9157463135536714 in epoch376
2025-02-05 01:36:38,811 - INFO - Mean iou = 85.03% in epoch376
Epoch 377/500 [Training]: 100%|██████████████████████████████| 150/150 [00:47<00:00,  3.16batch/s]
2025-02-05 01:37:26,333 - INFO - train_loss:1.1512619463602702 in epoch377
2025-02-05 01:37:26,334 - INFO - train_acc:0.9821211494877756 in epoch377
2025-02-05 01:37:26,334 - INFO - Epoch 377: Learning Rate: [1.476670544429317e-05]
Epoch 377/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.33batch/s]
2025-02-05 01:37:32,110 - INFO - valid_loss:1.1541482210159302 in epoch377
2025-02-05 01:37:32,111 - INFO - valid_acc:0.9147487200594494 in epoch377
2025-02-05 01:37:32,111 - INFO - Mean iou = 84.87% in epoch377
Epoch 378/500 [Training]: 100%|██████████████████████████████| 150/150 [00:44<00:00,  3.37batch/s]
2025-02-05 01:38:16,563 - INFO - train_loss:1.1511779324213665 in epoch378
2025-02-05 01:38:16,564 - INFO - train_acc:0.9821747531250914 in epoch378
2025-02-05 01:38:16,564 - INFO - Epoch 378: Learning Rate: [1.454005079934215e-05]
Epoch 378/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.53batch/s]
2025-02-05 01:38:22,079 - INFO - valid_loss:1.154362406730652 in epoch378
2025-02-05 01:38:22,079 - INFO - valid_acc:0.9155654163937713 in epoch378
2025-02-05 01:38:22,080 - INFO - Mean iou = 85.01% in epoch378
Epoch 379/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.22batch/s]
2025-02-05 01:39:08,625 - INFO - train_loss:1.1514006384213766 in epoch379
2025-02-05 01:39:08,626 - INFO - train_acc:0.98214575737909 in epoch379
2025-02-05 01:39:08,626 - INFO - Epoch 379: Learning Rate: [1.4314853979546053e-05]
Epoch 379/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.55batch/s]
2025-02-05 01:39:14,119 - INFO - valid_loss:1.1542083835601806 in epoch379
2025-02-05 01:39:14,119 - INFO - valid_acc:0.9150952487950397 in epoch379
2025-02-05 01:39:14,120 - INFO - Mean iou = 84.93% in epoch379
Epoch 380/500 [Training]: 100%|██████████████████████████████| 150/150 [00:44<00:00,  3.34batch/s]
2025-02-05 01:39:58,982 - INFO - train_loss:1.1512792579332987 in epoch380
2025-02-05 01:39:58,983 - INFO - train_acc:0.9824239725165586 in epoch380
2025-02-05 01:39:58,983 - INFO - Epoch 380: Learning Rate: [1.4091124241864114e-05]
Epoch 380/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.47batch/s]
2025-02-05 01:40:04,574 - INFO - valid_loss:1.1543546104431153 in epoch380
2025-02-05 01:40:04,575 - INFO - valid_acc:0.9154510827416612 in epoch380
2025-02-05 01:40:04,575 - INFO - Mean iou = 84.99% in epoch380
Epoch 381/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.23batch/s]
2025-02-05 01:40:51,071 - INFO - train_loss:1.1513797601064046 in epoch381
2025-02-05 01:40:51,072 - INFO - train_acc:0.982226112839748 in epoch381
2025-02-05 01:40:51,072 - INFO - Epoch 381: Learning Rate: [1.3868870782949563e-05]
Epoch 381/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.45batch/s]
2025-02-05 01:40:56,697 - INFO - valid_loss:1.1545194864273072 in epoch381
2025-02-05 01:40:56,698 - INFO - valid_acc:0.9152572806315297 in epoch381
2025-02-05 01:40:56,698 - INFO - Mean iou = 84.96% in epoch381
Epoch 382/500 [Training]: 100%|██████████████████████████████| 150/150 [00:45<00:00,  3.32batch/s]
2025-02-05 01:41:41,842 - INFO - train_loss:1.1513404798507691 in epoch382
2025-02-05 01:41:41,843 - INFO - train_acc:0.9824395065965718 in epoch382
2025-02-05 01:41:41,843 - INFO - Epoch 382: Learning Rate: [1.3648102738771604e-05]
Epoch 382/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.51batch/s]
2025-02-05 01:41:47,387 - INFO - valid_loss:1.154495244026184 in epoch382
2025-02-05 01:41:47,387 - INFO - valid_acc:0.9147640279849618 in epoch382
2025-02-05 01:41:47,387 - INFO - Mean iou = 84.89% in epoch382
Epoch 383/500 [Training]: 100%|██████████████████████████████| 150/150 [00:47<00:00,  3.16batch/s]
2025-02-05 01:42:34,815 - INFO - train_loss:1.1512710316975912 in epoch383
2025-02-05 01:42:34,815 - INFO - train_acc:0.9826630633571061 in epoch383
2025-02-05 01:42:34,816 - INFO - Epoch 383: Learning Rate: [1.3428829184239797e-05]
Epoch 383/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.62batch/s]
2025-02-05 01:42:40,233 - INFO - valid_loss:1.1543076753616333 in epoch383
2025-02-05 01:42:40,233 - INFO - valid_acc:0.9155524537246786 in epoch383
2025-02-05 01:42:40,233 - INFO - Mean iou = 85.00% in epoch383
Epoch 384/500 [Training]: 100%|██████████████████████████████| 150/150 [00:45<00:00,  3.28batch/s]
2025-02-05 01:43:26,003 - INFO - train_loss:1.1513670190175374 in epoch384
2025-02-05 01:43:26,004 - INFO - train_acc:0.9823486653284059 in epoch384
2025-02-05 01:43:26,004 - INFO - Epoch 384: Learning Rate: [1.3211059132831174e-05]
Epoch 384/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.28batch/s]
2025-02-05 01:43:31,854 - INFO - valid_loss:1.1543430614471435 in epoch384
2025-02-05 01:43:31,854 - INFO - valid_acc:0.915131233455235 in epoch384
2025-02-05 01:43:31,854 - INFO - Mean iou = 84.94% in epoch384
Epoch 385/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.20batch/s]
2025-02-05 01:44:18,797 - INFO - train_loss:1.1513030457496642 in epoch385
2025-02-05 01:44:18,799 - INFO - train_acc:0.9825216288774177 in epoch385
2025-02-05 01:44:18,799 - INFO - Epoch 385: Learning Rate: [1.2994801536219605e-05]
Epoch 385/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.26batch/s]
2025-02-05 01:44:24,669 - INFO - valid_loss:1.1542952013015748 in epoch385
2025-02-05 01:44:24,670 - INFO - valid_acc:0.9151490639970351 in epoch385
2025-02-05 01:44:24,670 - INFO - Mean iou = 84.95% in epoch385
Epoch 386/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.24batch/s]
2025-02-05 01:45:11,003 - INFO - train_loss:1.1512687953313192 in epoch386
2025-02-05 01:45:11,004 - INFO - train_acc:0.9827486679693749 in epoch386
2025-02-05 01:45:11,004 - INFO - Epoch 386: Learning Rate: [1.278006528390783e-05]
Epoch 386/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.36batch/s]
2025-02-05 01:45:16,741 - INFO - valid_loss:1.1540951204299927 in epoch386
2025-02-05 01:45:16,741 - INFO - valid_acc:0.9157925544476836 in epoch386
2025-02-05 01:45:16,741 - INFO - Mean iou = 85.05% in epoch386
Epoch 387/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.22batch/s]
2025-02-05 01:46:03,392 - INFO - train_loss:1.151277813911438 in epoch387
2025-02-05 01:46:03,393 - INFO - train_acc:0.9823735789237512 in epoch387
2025-02-05 01:46:03,393 - INFO - Epoch 387: Learning Rate: [1.2566859202862156e-05]
Epoch 387/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.34batch/s]
2025-02-05 01:46:09,151 - INFO - valid_loss:1.1543811607360839 in epoch387
2025-02-05 01:46:09,152 - INFO - valid_acc:0.9146163316570664 in epoch387
2025-02-05 01:46:09,152 - INFO - Mean iou = 84.86% in epoch387
Epoch 388/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.26batch/s]
2025-02-05 01:46:55,228 - INFO - train_loss:1.151419673760732 in epoch388
2025-02-05 01:46:55,229 - INFO - train_acc:0.9826205869564336 in epoch388
2025-02-05 01:46:55,229 - INFO - Epoch 388: Learning Rate: [1.2355192057149475e-05]
Epoch 388/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.38batch/s]
2025-02-05 01:47:00,936 - INFO - valid_loss:1.1544405317306519 in epoch388
2025-02-05 01:47:00,937 - INFO - valid_acc:0.915161139504823 in epoch388
2025-02-05 01:47:00,937 - INFO - Mean iou = 84.95% in epoch388
Epoch 389/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.25batch/s]
2025-02-05 01:47:47,093 - INFO - train_loss:1.1513424364725748 in epoch389
2025-02-05 01:47:47,093 - INFO - train_acc:0.9828068648875865 in epoch389
2025-02-05 01:47:47,094 - INFO - Epoch 389: Learning Rate: [1.2145072547577115e-05]
Epoch 389/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.44batch/s]
2025-02-05 01:47:52,730 - INFO - valid_loss:1.1544297647476196 in epoch389
2025-02-05 01:47:52,731 - INFO - valid_acc:0.9152277695026595 in epoch389
2025-02-05 01:47:52,731 - INFO - Mean iou = 84.96% in epoch389
Epoch 390/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.26batch/s]
2025-02-05 01:48:38,776 - INFO - train_loss:1.151037907600403 in epoch390
2025-02-05 01:48:38,776 - INFO - train_acc:0.9827322824353362 in epoch390
2025-02-05 01:48:38,777 - INFO - Epoch 390: Learning Rate: [1.1936509311335126e-05]
Epoch 390/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.35batch/s]
2025-02-05 01:48:44,529 - INFO - valid_loss:1.1544032859802247 in epoch390
2025-02-05 01:48:44,529 - INFO - valid_acc:0.9151265980796119 in epoch390
2025-02-05 01:48:44,530 - INFO - Mean iou = 84.94% in epoch390
Epoch 391/500 [Training]: 100%|██████████████████████████████| 150/150 [00:45<00:00,  3.30batch/s]
2025-02-05 01:49:30,037 - INFO - train_loss:1.1512891753514607 in epoch391
2025-02-05 01:49:30,038 - INFO - train_acc:0.9828130208073512 in epoch391
2025-02-05 01:49:30,038 - INFO - Epoch 391: Learning Rate: [1.172951092164128e-05]
Epoch 391/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.44batch/s]
2025-02-05 01:49:35,668 - INFO - valid_loss:1.1544767808914185 in epoch391
2025-02-05 01:49:35,668 - INFO - valid_acc:0.9142823459595575 in epoch391
2025-02-05 01:49:35,668 - INFO - Mean iou = 84.81% in epoch391
Epoch 392/500 [Training]: 100%|██████████████████████████████| 150/150 [00:46<00:00,  3.23batch/s]
2025-02-05 01:50:22,108 - INFO - train_loss:1.1515070875485738 in epoch392
2025-02-05 01:50:22,108 - INFO - train_acc:0.9827232878648825 in epoch392
2025-02-05 01:50:22,109 - INFO - Epoch 392: Learning Rate: [1.1524085887388586e-05]
Epoch 392/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.85batch/s]
2025-02-05 01:50:27,260 - INFO - valid_loss:1.1545552349090575 in epoch392
2025-02-05 01:50:27,261 - INFO - valid_acc:0.9146933146947691 in epoch392
2025-02-05 01:50:27,261 - INFO - Mean iou = 84.88% in epoch392
Epoch 393/500 [Training]: 100%|██████████████████████████████| 150/150 [00:47<00:00,  3.18batch/s]
2025-02-05 01:51:14,451 - INFO - train_loss:1.15123996814092 in epoch393
2025-02-05 01:51:14,452 - INFO - train_acc:0.9828176935563674 in epoch393
2025-02-05 01:51:14,452 - INFO - Epoch 393: Learning Rate: [1.1320242652795655e-05]
Epoch 393/500 [Validation]: 100%|██████████████████████████████| 25/25 [00:05<00:00,  4.58batch/s]
2025-02-05 01:51:19,917 - INFO - valid_loss:1.1542644596099854 in epoch393
2025-02-05 01:51:19,918 - INFO - valid_acc:0.9152453355516169 in epoch393
