2025-02-02 16:35:57,616 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/', log_file_path='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.54batch/s]
2025-02-02 23:10:45,810 - INFO - train_loss:1.1502333609263102 in epoch430
2025-02-02 23:10:45,811 - INFO - train_acc:0.9919613207335867 in epoch430
2025-02-02 23:10:45,811 - INFO - Epoch 430: Learning Rate: [4.961061449218561e-06]
Epoch 430/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.09batch/s]
2025-02-02 23:10:52,036 - INFO - valid_loss:1.1525389047769399 in epoch430
2025-02-02 23:10:52,037 - INFO - valid_acc:0.93285388117357 in epoch430
2025-02-02 23:10:52,037 - INFO - Mean iou = 87.81% in epoch430
Epoch 431/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:49<00:00,  1.53batch/s]
2025-02-02 23:11:41,058 - INFO - train_loss:1.150108865102132 in epoch431
2025-02-02 23:11:41,059 - INFO - train_acc:0.9919252154493643 in epoch431
2025-02-02 23:11:41,059 - INFO - Epoch 431: Learning Rate: [4.82291169619078e-06]
Epoch 431/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.24batch/s]
2025-02-02 23:11:46,854 - INFO - valid_loss:1.1525713847233698 in epoch431
2025-02-02 23:11:46,854 - INFO - valid_acc:0.9327609259144235 in epoch431
2025-02-02 23:11:46,855 - INFO - Mean iou = 87.79% in epoch431
Epoch 432/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 23:12:35,056 - INFO - train_loss:1.1501973533630372 in epoch432
2025-02-02 23:12:35,056 - INFO - train_acc:0.9918667325823223 in epoch432
2025-02-02 23:12:35,056 - INFO - Epoch 432: Learning Rate: [4.686619201847039e-06]
Epoch 432/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.17batch/s]
2025-02-02 23:12:41,053 - INFO - valid_loss:1.1524536609649658 in epoch432
2025-02-02 23:12:41,053 - INFO - valid_acc:0.9330286705674429 in epoch432
2025-02-02 23:12:41,053 - INFO - Mean iou = 87.83% in epoch432
Epoch 433/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 23:13:29,060 - INFO - train_loss:1.150196394920349 in epoch433
2025-02-02 23:13:29,060 - INFO - train_acc:0.9919910700782261 in epoch433
2025-02-02 23:13:29,060 - INFO - Epoch 433: Learning Rate: [4.552189568637958e-06]
Epoch 433/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.26batch/s]
2025-02-02 23:13:34,823 - INFO - valid_loss:1.1526588843419001 in epoch433
2025-02-02 23:13:34,823 - INFO - valid_acc:0.9324536531755693 in epoch433
2025-02-02 23:13:34,823 - INFO - Mean iou = 87.74% in epoch433
Epoch 434/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.56batch/s]
2025-02-02 23:14:22,789 - INFO - train_loss:1.1501014995574952 in epoch434
2025-02-02 23:14:22,790 - INFO - train_acc:0.9919654910130695 in epoch434
2025-02-02 23:14:22,790 - INFO - Epoch 434: Learning Rate: [4.4196283224392146e-06]
Epoch 434/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.22batch/s]
2025-02-02 23:14:28,639 - INFO - valid_loss:1.1526101919320912 in epoch434
2025-02-02 23:14:28,639 - INFO - valid_acc:0.9325930632847028 in epoch434
2025-02-02 23:14:28,639 - INFO - Mean iou = 87.76% in epoch434
Epoch 435/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:15:16,471 - INFO - train_loss:1.1501141866048177 in epoch435
2025-02-02 23:15:16,471 - INFO - train_acc:0.9919756430966253 in epoch435
2025-02-02 23:15:16,472 - INFO - Epoch 435: Learning Rate: [4.28894091232446e-06]
Epoch 435/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.25batch/s]
2025-02-02 23:15:22,249 - INFO - valid_loss:1.1527032118577223 in epoch435
2025-02-02 23:15:22,249 - INFO - valid_acc:0.932271295880724 in epoch435
2025-02-02 23:15:22,249 - INFO - Mean iou = 87.71% in epoch435
Epoch 436/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 23:16:10,308 - INFO - train_loss:1.1502589734395345 in epoch436
2025-02-02 23:16:10,308 - INFO - train_acc:0.9920899712051806 in epoch436
2025-02-02 23:16:10,308 - INFO - Epoch 436: Learning Rate: [4.1601327103412345e-06]
Epoch 436/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.20batch/s]
2025-02-02 23:16:16,214 - INFO - valid_loss:1.1525927873758168 in epoch436
2025-02-02 23:16:16,214 - INFO - valid_acc:0.9327967088838306 in epoch436
2025-02-02 23:16:16,214 - INFO - Mean iou = 87.80% in epoch436
Epoch 437/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:17:04,129 - INFO - train_loss:1.150069702466329 in epoch437
2025-02-02 23:17:04,130 - INFO - train_acc:0.9919639333549357 in epoch437
2025-02-02 23:17:04,130 - INFO - Epoch 437: Learning Rate: [4.0332090112902184e-06]
Epoch 437/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.20batch/s]
2025-02-02 23:17:10,028 - INFO - valid_loss:1.1526444508479192 in epoch437
2025-02-02 23:17:10,029 - INFO - valid_acc:0.9325590608522671 in epoch437
2025-02-02 23:17:10,029 - INFO - Mean iou = 87.76% in epoch437
Epoch 438/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 23:17:58,349 - INFO - train_loss:1.1502764050165812 in epoch438
2025-02-02 23:17:58,350 - INFO - train_acc:0.9920047123849229 in epoch438
2025-02-02 23:17:58,350 - INFO - Epoch 438: Learning Rate: [3.908175032507576e-06]
Epoch 438/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.18batch/s]
2025-02-02 23:18:04,319 - INFO - valid_loss:1.1525275248747606 in epoch438
2025-02-02 23:18:04,320 - INFO - valid_acc:0.932747576841392 in epoch438
2025-02-02 23:18:04,320 - INFO - Mean iou = 87.79% in epoch438
Epoch 439/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 23:18:52,750 - INFO - train_loss:1.1502178382873536 in epoch439
2025-02-02 23:18:52,750 - INFO - train_acc:0.9920737726746054 in epoch439
2025-02-02 23:18:52,751 - INFO - Epoch 439: Learning Rate: [3.785035913650419e-06]
Epoch 439/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.18batch/s]
2025-02-02 23:18:58,719 - INFO - valid_loss:1.1525839108687181 in epoch439
2025-02-02 23:18:58,719 - INFO - valid_acc:0.9327249727831212 in epoch439
2025-02-02 23:18:58,719 - INFO - Mean iou = 87.79% in epoch439
Epoch 440/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:19:46,479 - INFO - train_loss:1.1501091845830282 in epoch440
2025-02-02 23:19:46,480 - INFO - train_acc:0.9920023640133832 in epoch440
2025-02-02 23:19:46,480 - INFO - Epoch 440: Learning Rate: [3.6637967164856484e-06]
Epoch 440/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.27batch/s]
2025-02-02 23:19:52,205 - INFO - valid_loss:1.1526634509746845 in epoch440
2025-02-02 23:19:52,205 - INFO - valid_acc:0.9324505509663658 in epoch440
2025-02-02 23:19:52,205 - INFO - Mean iou = 87.74% in epoch440
Epoch 441/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 23:20:40,630 - INFO - train_loss:1.1502882512410482 in epoch441
2025-02-02 23:20:40,631 - INFO - train_acc:0.992167700226229 in epoch441
2025-02-02 23:20:40,631 - INFO - Epoch 441: Learning Rate: [3.544462424681766e-06]
Epoch 441/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.23batch/s]
2025-02-02 23:20:46,456 - INFO - valid_loss:1.1526351525233343 in epoch441
2025-02-02 23:20:46,456 - INFO - valid_acc:0.9325649497912363 in epoch441
2025-02-02 23:20:46,456 - INFO - Mean iou = 87.76% in epoch441
Epoch 442/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 23:21:34,571 - INFO - train_loss:1.1501607116063435 in epoch442
2025-02-02 23:21:34,571 - INFO - train_acc:0.9920895032090573 in epoch442
2025-02-02 23:21:34,571 - INFO - Epoch 442: Learning Rate: [3.4270379436041404e-06]
Epoch 442/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.18batch/s]
2025-02-02 23:21:40,545 - INFO - valid_loss:1.1526775910304143 in epoch442
2025-02-02 23:21:40,546 - INFO - valid_acc:0.9323307514417303 in epoch442
2025-02-02 23:21:40,546 - INFO - Mean iou = 87.72% in epoch442
Epoch 443/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:22:28,285 - INFO - train_loss:1.1502203369140624 in epoch443
2025-02-02 23:22:28,285 - INFO - train_acc:0.9921005834185924 in epoch443
2025-02-02 23:22:28,285 - INFO - Epoch 443: Learning Rate: [3.3115281001132507e-06]
Epoch 443/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.16batch/s]
2025-02-02 23:22:34,311 - INFO - valid_loss:1.1525822235987737 in epoch443
2025-02-02 23:22:34,311 - INFO - valid_acc:0.9325775793591157 in epoch443
2025-02-02 23:22:34,312 - INFO - Mean iou = 87.76% in epoch443
Epoch 444/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 23:23:22,607 - INFO - train_loss:1.1500923983256022 in epoch444
2025-02-02 23:23:22,607 - INFO - train_acc:0.9921721105399924 in epoch444
2025-02-02 23:23:22,607 - INFO - Epoch 444: Learning Rate: [3.1979376423663387e-06]
Epoch 444/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.13batch/s]
2025-02-02 23:23:28,704 - INFO - valid_loss:1.152612878726079 in epoch444
2025-02-02 23:23:29,766 - INFO - valid_acc:0.9325959027439659 in epoch444
2025-02-02 23:23:29,766 - INFO - Mean iou = 87.76% in epoch444
Epoch 445/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 23:24:17,988 - INFO - train_loss:1.1500933678944905 in epoch445
2025-02-02 23:24:17,989 - INFO - train_acc:0.9921771209521364 in epoch445
2025-02-02 23:24:17,989 - INFO - Epoch 445: Learning Rate: [3.086271239622227e-06]
Epoch 445/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.21batch/s]
2025-02-02 23:24:23,860 - INFO - valid_loss:1.1526711628987238 in epoch445
2025-02-02 23:24:23,860 - INFO - valid_acc:0.9323639545000444 in epoch445
2025-02-02 23:24:23,861 - INFO - Mean iou = 87.73% in epoch445
Epoch 446/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:25:11,783 - INFO - train_loss:1.1497877073287963 in epoch446
2025-02-02 23:25:11,783 - INFO - train_acc:0.9922169145434049 in epoch446
2025-02-02 23:25:11,784 - INFO - Epoch 446: Learning Rate: [2.9765334820493747e-06]
Epoch 446/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.17batch/s]
2025-02-02 23:25:17,766 - INFO - valid_loss:1.152720020367549 in epoch446
2025-02-02 23:25:17,767 - INFO - valid_acc:0.9322933464309181 in epoch446
2025-02-02 23:25:17,767 - INFO - Mean iou = 87.71% in epoch446
Epoch 447/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:49<00:00,  1.53batch/s]
2025-02-02 23:26:06,806 - INFO - train_loss:1.1501460234324137 in epoch447
2025-02-02 23:26:06,807 - INFO - train_acc:0.9922147786012063 in epoch447
2025-02-02 23:26:06,807 - INFO - Epoch 447: Learning Rate: [2.8687288805371496e-06]
Epoch 447/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.16batch/s]
2025-02-02 23:26:12,822 - INFO - valid_loss:1.152719103373014 in epoch447
2025-02-02 23:26:12,822 - INFO - valid_acc:0.9322537744752459 in epoch447
2025-02-02 23:26:12,822 - INFO - Mean iou = 87.71% in epoch447
Epoch 448/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.56batch/s]
2025-02-02 23:27:00,806 - INFO - train_loss:1.1500758091608683 in epoch448
2025-02-02 23:27:00,806 - INFO - train_acc:0.9921617408415341 in epoch448
2025-02-02 23:27:00,806 - INFO - Epoch 448: Learning Rate: [2.762861866510515e-06]
Epoch 448/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.27batch/s]
2025-02-02 23:27:06,538 - INFO - valid_loss:1.1526928131396954 in epoch448
2025-02-02 23:27:06,538 - INFO - valid_acc:0.9323661355326608 in epoch448
2025-02-02 23:27:06,538 - INFO - Mean iou = 87.73% in epoch448
Epoch 449/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 23:27:54,963 - INFO - train_loss:1.1503012975056965 in epoch449
2025-02-02 23:27:54,964 - INFO - train_acc:0.9921697212620061 in epoch449
2025-02-02 23:27:54,964 - INFO - Epoch 449: Learning Rate: [2.65893679174775e-06]
Epoch 449/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.19batch/s]
2025-02-02 23:28:00,900 - INFO - valid_loss:1.1525566761310284 in epoch449
2025-02-02 23:28:00,900 - INFO - valid_acc:0.9327382838885877 in epoch449
2025-02-02 23:28:00,900 - INFO - Mean iou = 87.79% in epoch449
Epoch 450/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.56batch/s]
2025-02-02 23:28:48,865 - INFO - train_loss:1.1500457239151 in epoch450
2025-02-02 23:28:48,866 - INFO - train_acc:0.992305325555339 in epoch450
2025-02-02 23:28:48,866 - INFO - Epoch 450: Learning Rate: [2.556957928201616e-06]
Epoch 450/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.21batch/s]
2025-02-02 23:28:54,758 - INFO - valid_loss:1.1526670180834258 in epoch450
2025-02-02 23:28:54,759 - INFO - valid_acc:0.9324679355268424 in epoch450
2025-02-02 23:28:54,759 - INFO - Mean iou = 87.74% in epoch450
Epoch 451/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 23:29:42,903 - INFO - train_loss:1.1499760278066 in epoch451
2025-02-02 23:29:42,903 - INFO - train_acc:0.9922874777097297 in epoch451
2025-02-02 23:29:42,903 - INFO - Epoch 451: Learning Rate: [2.4569294678237992e-06]
Epoch 451/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.21batch/s]
2025-02-02 23:29:48,797 - INFO - valid_loss:1.1526991495719323 in epoch451
2025-02-02 23:29:48,798 - INFO - valid_acc:0.9323534466540606 in epoch451
2025-02-02 23:29:48,798 - INFO - Mean iou = 87.72% in epoch451
Epoch 452/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 23:30:37,070 - INFO - train_loss:1.1500234413146972 in epoch452
2025-02-02 23:30:37,071 - INFO - train_acc:0.9922869245103914 in epoch452
2025-02-02 23:30:37,071 - INFO - Epoch 452: Learning Rate: [2.3588555223924975e-06]
Epoch 452/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.19batch/s]
2025-02-02 23:30:43,010 - INFO - valid_loss:1.1527277414615338 in epoch452
2025-02-02 23:30:43,010 - INFO - valid_acc:0.9323913474906772 in epoch452
2025-02-02 23:30:43,010 - INFO - Mean iou = 87.73% in epoch452
Epoch 453/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:31:30,874 - INFO - train_loss:1.149995886484782 in epoch453
2025-02-02 23:31:30,875 - INFO - train_acc:0.9923143617041954 in epoch453
2025-02-02 23:31:30,875 - INFO - Epoch 453: Learning Rate: [2.2627401233434946e-06]
Epoch 453/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.19batch/s]
2025-02-02 23:31:36,806 - INFO - valid_loss:1.1525885050113385 in epoch453
2025-02-02 23:31:36,806 - INFO - valid_acc:0.9326702991398703 in epoch453
2025-02-02 23:31:36,806 - INFO - Mean iou = 87.77% in epoch453
Epoch 454/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:32:24,612 - INFO - train_loss:1.1500378561019897 in epoch454
2025-02-02 23:32:24,612 - INFO - train_acc:0.9921861152556116 in epoch454
2025-02-02 23:32:24,613 - INFO - Epoch 454: Learning Rate: [2.168587221604367e-06]
Epoch 454/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.09batch/s]
2025-02-02 23:32:30,856 - INFO - valid_loss:1.1527033127271211 in epoch454
2025-02-02 23:32:30,857 - INFO - valid_acc:0.9323561499058931 in epoch454
2025-02-02 23:32:30,857 - INFO - Mean iou = 87.72% in epoch454
Epoch 455/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 23:33:19,200 - INFO - train_loss:1.1501841719945272 in epoch455
2025-02-02 23:33:19,201 - INFO - train_acc:0.9921286078268163 in epoch455
2025-02-02 23:33:19,201 - INFO - Epoch 455: Learning Rate: [2.0764006874321543e-06]
Epoch 455/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.19batch/s]
2025-02-02 23:33:25,135 - INFO - valid_loss:1.1526781779069166 in epoch455
2025-02-02 23:33:25,135 - INFO - valid_acc:0.9324063337360056 in epoch455
2025-02-02 23:33:25,135 - INFO - Mean iou = 87.73% in epoch455
Epoch 456/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:34:13,040 - INFO - train_loss:1.150181198120117 in epoch456
2025-02-02 23:34:13,040 - INFO - train_acc:0.9922867294188586 in epoch456
2025-02-02 23:34:13,040 - INFO - Epoch 456: Learning Rate: [1.986184310254196e-06]
Epoch 456/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.21batch/s]
2025-02-02 23:34:18,935 - INFO - valid_loss:1.1526908049216638 in epoch456
2025-02-02 23:34:18,935 - INFO - valid_acc:0.9324092185393218 in epoch456
2025-02-02 23:34:18,935 - INFO - Mean iou = 87.73% in epoch456
Epoch 457/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.56batch/s]
2025-02-02 23:35:06,895 - INFO - train_loss:1.1499571307500203 in epoch457
2025-02-02 23:35:06,896 - INFO - train_acc:0.9923097091206158 in epoch457
2025-02-02 23:35:06,896 - INFO - Epoch 457: Learning Rate: [1.8979417985124059e-06]
Epoch 457/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.12batch/s]
2025-02-02 23:35:13,039 - INFO - valid_loss:1.1527141699424157 in epoch457
2025-02-02 23:35:13,039 - INFO - valid_acc:0.9323029910201313 in epoch457
2025-02-02 23:35:13,040 - INFO - Mean iou = 87.71% in epoch457
Epoch 458/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 23:36:01,351 - INFO - train_loss:1.1502561966578166 in epoch458
2025-02-02 23:36:01,352 - INFO - train_acc:0.9923218880202207 in epoch458
2025-02-02 23:36:01,352 - INFO - Epoch 458: Learning Rate: [1.8116767795108173e-06]
Epoch 458/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.20batch/s]
2025-02-02 23:36:07,273 - INFO - valid_loss:1.1526531898058379 in epoch458
2025-02-02 23:36:07,273 - INFO - valid_acc:0.932551633528444 in epoch458
2025-02-02 23:36:07,274 - INFO - Mean iou = 87.76% in epoch458
Epoch 459/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.54batch/s]
2025-02-02 23:36:55,854 - INFO - train_loss:1.1499616591135662 in epoch459
2025-02-02 23:36:55,855 - INFO - train_acc:0.9923552957199199 in epoch459
2025-02-02 23:36:55,855 - INFO - Epoch 459: Learning Rate: [1.7273927992664842e-06]
Epoch 459/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.19batch/s]
2025-02-02 23:37:01,796 - INFO - valid_loss:1.1526400584440966 in epoch459
2025-02-02 23:37:01,796 - INFO - valid_acc:0.9325761829380936 in epoch459
2025-02-02 23:37:01,796 - INFO - Mean iou = 87.76% in epoch459
Epoch 460/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.58batch/s]
2025-02-02 23:37:49,318 - INFO - train_loss:1.1500470654169719 in epoch460
2025-02-02 23:37:49,318 - INFO - train_acc:0.9923369683695601 in epoch460
2025-02-02 23:37:49,318 - INFO - Epoch 460: Learning Rate: [1.6450933223637226e-06]
Epoch 460/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.22batch/s]
2025-02-02 23:37:55,185 - INFO - valid_loss:1.1526795442287738 in epoch460
2025-02-02 23:37:55,185 - INFO - valid_acc:0.9324496855521287 in epoch460
2025-02-02 23:37:55,185 - INFO - Mean iou = 87.74% in epoch460
Epoch 461/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.56batch/s]
2025-02-02 23:38:43,145 - INFO - train_loss:1.1498204294840495 in epoch461
2025-02-02 23:38:43,897 - INFO - train_acc:0.9922889633521524 in epoch461
2025-02-02 23:38:43,898 - INFO - Epoch 461: Learning Rate: [1.564781731811683e-06]
Epoch 461/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.20batch/s]
2025-02-02 23:38:49,820 - INFO - valid_loss:1.1527713262117827 in epoch461
2025-02-02 23:38:49,820 - INFO - valid_acc:0.9320917700328146 in epoch461
2025-02-02 23:38:49,820 - INFO - Mean iou = 87.68% in epoch461
Epoch 462/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:39:37,637 - INFO - train_loss:1.1500743611653645 in epoch462
2025-02-02 23:39:37,637 - INFO - train_acc:0.9924156343540862 in epoch462
2025-02-02 23:39:37,638 - INFO - Epoch 462: Learning Rate: [1.4864613289052874e-06]
Epoch 462/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.21batch/s]
2025-02-02 23:39:43,532 - INFO - valid_loss:1.1527281999588013 in epoch462
2025-02-02 23:39:43,532 - INFO - valid_acc:0.9322925086751545 in epoch462
2025-02-02 23:39:43,532 - INFO - Mean iou = 87.71% in epoch462
Epoch 463/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 23:40:31,921 - INFO - train_loss:1.1501012468338012 in epoch463
2025-02-02 23:40:31,922 - INFO - train_acc:0.9924036498245382 in epoch463
2025-02-02 23:40:31,922 - INFO - Epoch 463: Learning Rate: [1.4101353330895399e-06]
Epoch 463/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.08batch/s]
2025-02-02 23:40:38,176 - INFO - valid_loss:1.1527695472423847 in epoch463
2025-02-02 23:40:38,177 - INFO - valid_acc:0.9321057246572291 in epoch463
2025-02-02 23:40:38,177 - INFO - Mean iou = 87.68% in epoch463
Epoch 464/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 23:41:26,321 - INFO - train_loss:1.1502449131011963 in epoch464
2025-02-02 23:41:26,322 - INFO - train_acc:0.9923819187283953 in epoch464
2025-02-02 23:41:26,322 - INFO - Epoch 464: Learning Rate: [1.3358068818271902e-06]
Epoch 464/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.17batch/s]
2025-02-02 23:41:32,323 - INFO - valid_loss:1.15267813205719 in epoch464
2025-02-02 23:41:32,324 - INFO - valid_acc:0.9323931887754946 in epoch464
2025-02-02 23:41:32,324 - INFO - Mean iou = 87.73% in epoch464
Epoch 465/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:42:20,175 - INFO - train_loss:1.1501017793019612 in epoch465
2025-02-02 23:42:20,175 - INFO - train_acc:0.9923258095567234 in epoch465
2025-02-02 23:42:20,176 - INFO - Epoch 465: Learning Rate: [1.2634790304697283e-06]
Epoch 465/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.24batch/s]
2025-02-02 23:42:25,992 - INFO - valid_loss:1.1526699432959924 in epoch465
2025-02-02 23:42:25,993 - INFO - valid_acc:0.9324846905799389 in epoch465
2025-02-02 23:42:25,993 - INFO - Mean iou = 87.75% in epoch465
Epoch 466/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 23:43:14,193 - INFO - train_loss:1.150229573249817 in epoch466
2025-02-02 23:43:14,194 - INFO - train_acc:0.9924376585917859 in epoch466
2025-02-02 23:43:14,194 - INFO - Epoch 466: Learning Rate: [1.193154752131851e-06]
Epoch 466/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.14batch/s]
2025-02-02 23:43:20,266 - INFO - valid_loss:1.1526067807124212 in epoch466
2025-02-02 23:43:20,266 - INFO - valid_acc:0.9326419659831301 in epoch466
2025-02-02 23:43:20,267 - INFO - Mean iou = 87.77% in epoch466
Epoch 467/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.54batch/s]
2025-02-02 23:44:08,841 - INFO - train_loss:1.1500283193588257 in epoch467
